Date,CAT,DE,HON,GE,LMT,NOC,RTX,BA,MMM,ITW,EMR,ETN,PH,GD,UPS,FDX,CMI,DAL,LUV,UNP,NSC,CSX,ROP,ROK,OTIS
2021-01-12,179.6241912841797,283.9877624511719,177.78277587890625,57.45988845825195,300.2301330566406,275.1213684082031,63.76839828491211,208.41000366210938,115.79490661621094,187.66136169433594,75.68397521972656,118.26587677001953,269.18115234375,137.25347900390625,133.3387908935547,227.3785858154297,214.35218811035156,39.2054328918457,44.975032806396484,196.63400268554688,231.11607360839844,29.884502410888672,418.41485595703125,243.65467834472656,60.50374984741211
2021-01-13,178.12380981445312,283.1698913574219,176.19964599609375,56.4355583190918,303.4270324707031,276.8966979980469,62.85895538330078,207.2100067138672,115.63495635986328,185.7698516845703,74.4852066040039,115.56587219238281,267.7405090332031,136.4755859375,132.68798828125,230.2820281982422,213.32485961914062,39.351356506347656,44.84421157836914,194.80836486816406,229.34957885742188,29.49493408203125,402.0281677246094,240.85531616210938,59.335060119628906
2021-01-14,179.49684143066406,284.7023620605469,177.55296325683594,56.87456130981445,305.1394958496094,280.18841552734375,63.251277923583984,209.91000366210938,115.72537231445312,184.13832092285156,75.11613464355469,114.83788299560547,272.3242492675781,138.78125,132.9808807373047,233.97975158691406,213.73220825195312,40.343650817871094,45.61980438232422,194.4036407470703,227.52911376953125,29.13653564453125,396.4426574707031,241.15829467773438,60.23477554321289
2021-01-15,176.96902465820312,277.69866943359375,175.30596923828125,55.26490020751953,304.9902648925781,278.08941650390625,61.699859619140625,204.32000732421875,115.1272964477539,182.14822387695312,74.58438110351562,113.50167083740234,266.7583312988281,137.95266723632812,129.26324462890625,230.59242248535156,210.10992431640625,38.89412307739258,43.60139846801758,194.79934692382812,227.97071838378906,29.11471939086914,400.539306640625,234.59584045410156,60.782020568847656
2021-01-18,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-19,177.39865112304688,277.313232421875,175.9783172607422,55.75267028808594,299.9227294921875,275.565185546875,61.84252166748047,210.7100067138672,117.60993957519531,183.6004638671875,75.19725036621094,115.6488037109375,270.154052734375,137.91664123535156,127.13191223144531,227.81687927246094,211.1018524169922,39.21516418457031,43.834999084472656,193.61224365234375,225.1678009033203,28.877864837646484,403.2736511230469,239.5520782470703,60.63362121582031
2021-01-20,175.82630920410156,282.90673828125,177.10186767578125,55.55755615234375,300.07208251953125,276.267822265625,61.37887191772461,211.4499969482422,118.37491607666016,183.76182556152344,76.0625228881836,116.09113311767578,268.3485412597656,138.72720336914062,130.02792358398438,230.0446319580078,209.48117065429688,40.48957061767578,45.04978942871094,196.22030639648438,228.40328979492188,29.049270629882812,409.1997375488281,242.27801513671875,60.46665954589844
2021-01-21,175.689208984375,287.1934814453125,174.6761932373047,53.99668884277344,298.3155212402344,274.5018005371094,60.728004455566406,207.41000366210938,118.6878433227539,182.72195434570312,75.94535064697266,115.30783081054688,261.1737976074219,136.05227661132812,130.2394256591797,231.85243225097656,219.66604614257812,39.56538009643555,44.638633728027344,186.97499084472656,221.13021850585938,28.550626754760742,410.0658264160156,245.7014617919922,58.91765213012695
2021-01-22,175.4606475830078,286.8832092285156,172.1397705078125,54.191795349121094,298.4999694824219,275.69464111328125,60.25544738769531,205.83999633789062,117.55431365966797,182.39027404785156,75.4676742553711,114.66278076171875,257.4039306640625,137.59239196777344,129.3364715576172,231.98025512695312,218.7538299560547,38.91357421875,44.28353500366211,186.28253173828125,220.10284423828125,27.313358306884766,407.9347229003906,244.11363220214844,60.17911148071289
2021-01-25,171.2555694580078,280.3309020996094,171.8163604736328,53.60647201538086,301.6880798339844,276.7949523925781,59.09634017944336,203.36000061035156,118.49314880371094,181.36831665039062,74.34101867675781,112.2576675415039,252.35260009765625,137.94366455078125,131.58168029785156,231.43243408203125,218.346435546875,37.843448638916016,42.62956619262695,185.679931640625,221.6709747314453,27.388154983520508,407.82763671875,239.41436767578125,59.566932678222656
