Date,NEE,DUK,SO,D,AEP,EXC,SRE,XEL
2020-02-10,58.57328414916992,75.79149627685547,54.28646469116211,65.86817932128906,82.74610137939453,27.807296752929688,65.42811584472656,57.86114501953125
2020-02-11,58.66164779663086,76.39006805419922,54.40543746948242,66.3587417602539,82.98963928222656,28.400161743164062,65.66830444335938,57.77735900878906
2020-02-12,58.254268646240234,77.1225357055664,54.42924499511719,66.79480743408203,82.64053344726562,28.354110717773438,65.80499267578125,57.836002349853516
2020-02-13,59.377288818359375,79.61576080322266,55.15898132324219,67.15298461914062,83.5011215209961,28.53255271911621,65.85055541992188,58.49790573120117
2020-02-14,60.034706115722656,80.54622650146484,55.23902130126953,68.10296630859375,84.23992156982422,28.641918182373047,66.66228485107422,58.866546630859375
2020-02-17,,,,,,,,
2020-02-18,60.79343795776367,81.13475036621094,55.54314422607422,69.28656768798828,84.70268249511719,28.9987850189209,66.63331604003906,59.62061309814453
2020-02-19,59.20484924316406,80.65758514404297,54.91087341308594,68.39888000488281,84.02885437011719,28.768522262573242,66.15287780761719,59.31059265136719
2020-02-20,59.713539123535156,80.66553497314453,55.87126541137695,69.49679565429688,83.11954498291016,28.913524627685547,66.2191390991211,59.21006393432617
2020-02-21,59.8342399597168,81.46080780029297,55.214996337890625,69.59803771972656,82.57559967041016,28.83812141418457,65.6144790649414,59.33573532104492
2020-02-24,59.04751205444336,81.35741424560547,54.262611389160156,69.9250717163086,81.21976470947266,28.31611442565918,63.846046447753906,58.958709716796875
2020-02-25,58.26934814453125,78.94772338867188,53.51029586791992,68.35993194580078,79.70155334472656,27.625900268554688,61.94506072998047,57.676822662353516
2020-02-26,58.083980560302734,78.6852798461914,52.974063873291016,67.56568145751953,79.10077667236328,27.28949546813965,60.82685470581055,57.266273498535156
2020-02-27,55.43623352050781,75.54391479492188,50.32497024536133,63.98391342163086,74.57864379882812,26.181676864624023,58.569705963134766,54.33384323120117
2020-02-28,54.766700744628906,72.92742156982422,48.30812454223633,61.54357147216797,72.4677734375,25.004255294799805,57.89048767089844,52.21410369873047
2020-03-02,58.144657135009766,76.87998962402344,51.16531753540039,66.26680755615234,77.20100402832031,26.349882125854492,58.905181884765625,55.18844223022461
2020-03-03,57.4512939453125,76.0369873046875,51.14128875732422,65.63702392578125,77.4932632446289,25.630666732788086,58.404048919677734,55.054386138916016
2020-03-04,61.14995193481445,80.84050750732422,54.262611389160156,70.08473205566406,81.04114532470703,27.156099319458008,61.22858810424805,57.97843551635742
2020-03-05,59.83689498901367,79.63166046142578,54.07853698730469,68.62052154541016,80.20492553710938,26.755891799926758,58.71052932739258,58.02032470703125
2020-03-06,58.89652633666992,78.77276611328125,53.51829147338867,68.25054931640625,79.31997680664062,26.199079513549805,58.75607681274414,58.77439880371094
2020-03-09,56.61277389526367,75.21784210205078,49.748722076416016,64.0232925415039,77.09545135498047,24.308242797851562,52.912357330322266,56.96464920043945
2020-03-10,55.410213470458984,75.59163665771484,49.63667678833008,65.5110855102539,76.90059661865234,25.010051727294922,54.08856201171875,57.38357162475586
2020-03-11,52.274932861328125,72.32300567626953,46.56339645385742,62.14970397949219,72.84123229980469,23.09021759033203,50.9202766418457,55.984375
2020-03-12,45.26118850708008,64.00435638427734,41.76940155029297,56.13549041748047,67.0119857788086,20.456974029541016,43.18387985229492,51.68373489379883
2020-03-13,48.00645065307617,68.2114028930664,43.19398498535156,61.63017272949219,70.20264434814453,21.08917808532715,44.28137969970703,56.363853454589844
2020-03-16,43.63179016113281,60.90275192260742,38.111881256103516,54.041534423828125,66.29753875732422,17.696121215820312,36.70235824584961,49.212955474853516
2020-03-17,48.04978561401367,68.39431762695312,45.266849517822266,63.35415267944336,74.04281616210938,20.8803768157959,40.7445068359375,54.75321960449219
2020-03-18,45.64035415649414,63.05002212524414,44.75464630126953,63.18095779418945,71.6721420288086,19.16354751586914,42.409423828125,51.751182556152344
2020-03-19,44.873329162597656,59.68596267700195,40.736968994140625,56.56056594848633,65.6074447631836,18.79814338684082,41.84244918823242,48.900962829589844
2020-03-20,41.54737091064453,54.3973274230957,37.103458404541016,52.91583251953125,58.0083122253418,17.980331420898438,41.69180679321289,42.69452667236328
2020-03-23,39.36113357543945,51.01737976074219,34.59840774536133,46.75202560424805,56.83110809326172,17.388715744018555,39.08920669555664,42.163272857666016
2020-03-24,44.74983215332031,56.862728118896484,39.248355865478516,51.69566345214844,58.495445251464844,20.016164779663086,43.52870178222656,45.5784912109375
2020-03-25,45.5601921081543,59.41557693481445,40.12871170043945,53.01028823852539,59.50217056274414,20.039371490478516,47.7087516784668,46.843387603759766
2020-03-26,50.07353591918945,64.56901550292969,44.130374908447266,57.0250358581543,66.41119384765625,21.222579956054688,51.717262268066406,48.833492279052734
2020-03-27,50.2576904296875,63.77372360229492,44.82667922973633,57.520965576171875,67.71018981933594,20.590373992919922,50.68375015258789,49.55870819091797
2020-03-30,53.30414581298828,66.37427520751953,46.41133117675781,60.465110778808594,67.96187591552734,21.593793869018555,50.20676040649414,52.75468063354492
2020-03-31,52.136268615722656,64.32245635986328,43.33004379272461,56.828224182128906,64.93360137939453,21.350189208984375,47.277774810791016,50.84889602661133
2020-04-01,47.2849235534668,61.69007873535156,40.12871170043945,55.049137115478516,60.541358947753906,19.41875648498535,43.394798278808594,48.976844787597656
2020-04-02,49.06598663330078,63.13749694824219,41.93746566772461,55.93867874145508,62.34372329711914,20.114770889282227,44.461788177490234,50.9500846862793
2020-04-03,48.02378463745117,60.4573974609375,40.232757568359375,54.75000762939453,58.86079025268555,18.995346069335938,43.633304595947266,48.79133224487305
2020-04-06,50.812381744384766,64.61670684814453,44.338478088378906,58.33966827392578,63.805091857910156,21.06598472595215,47.71711730957031,51.56568145751953
2020-04-07,49.50800323486328,63.710113525390625,44.114376068115234,57.81222915649414,63.93497848510742,20.758583068847656,48.81758117675781,49.94660568237305
2020-04-08,50.59354782104492,67.99667358398438,46.56339645385742,61.5750732421875,67.6290054321289,21.802597045898438,51.06871032714844,52.957054138183594
2020-04-09,53.14597702026367,71.82199096679688,48.284114837646484,64.22794342041016,70.07273864746094,22.707414627075195,54.616947174072266,55.8831901550293
2020-04-10,,,,,,,,
2020-04-13,51.18073654174805,69.47589874267578,46.19524383544922,62.60629653930664,67.79138946533203,21.895401000976562,53.131534576416016,53.682281494140625
2020-04-14,52.51761245727539,71.90945434570312,47.219669342041016,64.56643676757812,70.02403259277344,22.661012649536133,53.52903366088867,55.866329193115234
2020-04-15,51.39957809448242,69.61904907226562,44.730628967285156,62.810970306396484,67.88068389892578,21.477794647216797,50.84275817871094,54.221961975097656
2020-04-16,51.45591354370117,69.65882110595703,44.27444839477539,61.45698165893555,68.2379150390625,21.518390655517578,49.148136138916016,55.023067474365234
2020-04-17,53.35831832885742,71.65496826171875,45.99516296386719,64.16497802734375,70.12957763671875,22.295604705810547,52.06874465942383,56.625267028808594
2020-04-20,51.48408889770508,68.9112548828125,44.4425163269043,62.275672912597656,67.31238555908203,21.50099754333496,51.28628158569336,54.26411819458008
2020-04-21,51.00956726074219,67.94896697998047,44.41850280761719,60.30766677856445,66.95514678955078,20.694780349731445,49.90547180175781,53.47145080566406
2020-04-22,53.555484771728516,69.30889129638672,45.659019470214844,61.984405517578125,69.00919342041016,21.57639503479004,51.74237060546875,55.082088470458984
2020-04-23,52.24893569946289,67.69446563720703,45.45894241333008,60.54383850097656,67.40167999267578,21.06598472595215,52.51226806640625,54.28942108154297
2020-04-24,51.93693161010742,68.14777374267578,46.203243255615234,61.33890151977539,67.57218170166016,21.228382110595703,53.127349853515625,54.449649810791016
2020-04-27,52.781959533691406,68.99077606201172,46.80349349975586,61.81123352050781,67.8888168334961,21.94179916381836,53.893070220947266,55.208587646484375
2020-04-28,51.85026550292969,69.69062805175781,46.46735382080078,62.401611328125,68.70879364013672,21.947601318359375,53.123172760009766,55.79886245727539
2020-04-29,50.946720123291016,68.89533233642578,45.915122985839844,61.929325103759766,67.4909896850586,22.226003646850586,54.21944046020508,54.87970733642578
2020-04-30,50.07786178588867,67.32865905761719,45.402915954589844,60.71700668334961,67.47474670410156,21.506797790527344,51.821868896484375,53.59794998168945
2020-05-01,49.19599533081055,65.72218322753906,43.546142578125,59.52046203613281,66.07833099365234,20.76437759399414,50.181640625,52.434234619140625
2020-05-04,49.85468673706055,65.71420288085938,43.954307556152344,59.67003631591797,67.4260482788086,20.561378479003906,51.934844970703125,52.611324310302734
2020-05-05,49.85685729980469,66.11979675292969,44.522544860839844,61.35464859008789,67.63712310791016,20.80497932434082,51.9766845703125,53.3618278503418
2020-05-06,48.24480056762695,63.678287506103516,42.92987823486328,61.189353942871094,63.99183654785156,19.998764038085938,51.0561408996582,51.62471008300781
2020-05-07,48.639137268066406,63.8691520690918,43.402076721191406,61.48060607910156,64.385009765625,20.323572158813477,51.77165985107422,50.562191009521484
2020-05-08,49.77668380737305,65.03821563720703,44.34646987915039,61.716773986816406,65.41712951660156,21.709796905517578,51.980873107910156,50.85733413696289
2020-05-11,49.267494201660156,64.94278717041016,44.66661071777344,62.37800216674805,64.8519058227539,21.622793197631836,52.21936798095703,50.70554733276367
2020-05-12,49.38666915893555,65.11774444580078,44.43450927734375,62.14970397949219,63.81979751586914,21.361797332763672,50.79254150390625,49.5755729675293
2020-05-13,49.861183166503906,65.12570190429688,43.049930572509766,62.196956634521484,63.672367095947266,20.694780349731445,49.478694915771484,48.95998001098633
2020-05-14,50.31836700439453,66.21589660644531,43.8182487487793,62.68500518798828,63.97541427612305,21.16558265686035,50.35320281982422,49.07804489135742
2020-05-15,49.36932373046875,65.32284545898438,42.54686737060547,61.5750732421875,64.24575805664062,20.690673828125,49.876190185546875,48.816627502441406
2020-05-18,51.01606750488281,68.32383728027344,44.06929397583008,62.85820007324219,65.4334945678711,22.009857177734375,51.88463592529297,50.70554733276367
2020-05-19,49.94351577758789,67.01240539550781,43.380958557128906,62.055267333984375,63.189056396484375,21.523223876953125,52.76331329345703,50.34294891357422
2020-05-20,50.43971252441406,67.02849578857422,44.40131378173828,61.992279052734375,63.688743591308594,21.6756649017334,51.31557083129883,50.80672836303711
2020-05-21,49.59683609008789,66.2480697631836,43.591514587402344,61.87419891357422,63.377445220947266,21.364925384521484,50.66283416748047,50.722408294677734
2020-05-22,50.66938781738281,66.96414184570312,44.19886016845703,63.37776565551758,64.53244018554688,21.605308532714844,51.80513000488281,50.907928466796875
2020-05-25,,,,,,,,
2020-05-26,50.76905059814453,66.626220703125,44.26364517211914,63.621795654296875,65.46627807617188,22.045032501220703,52.39929962158203,51.489776611328125
2020-05-27,52.246768951416016,67.35838317871094,44.54707336425781,64.2043228149414,66.7114028930664,22.244382858276367,52.26121139526367,52.05477523803711
2020-05-28,54.46335220336914,69.05604553222656,46.085689544677734,65.88894653320312,69.70945739746094,22.43199920654297,53.3030891418457,53.9774169921875
2020-05-29,55.37339401245117,68.89509582519531,46.21525573730469,66.9201889038086,69.83233642578125,22.461313247680664,52.85118865966797,54.83754348754883
2020-06-01,55.6980094909668,70.35136413574219,46.72542953491211,67.6129150390625,70.56137084960938,22.772056579589844,54.00604248046875,55.4446907043457
2020-06-02,55.904991149902344,70.53642272949219,46.96837615966797,67.88057708740234,70.43031311035156,22.8248233795166,54.529075622558594,55.714542388916016
2020-06-03,56.55422592163086,71.79154205322266,47.54332733154297,68.07736206054688,71.25765228271484,23.399404525756836,55.06465530395508,56.34698486328125
2020-06-04,54.87882995605469,71.15592956542969,46.92788314819336,67.61578369140625,69.13606262207031,22.8541316986084,53.88888168334961,54.83754348754883
2020-06-05,55.421321868896484,72.0007553100586,47.332786560058594,67.08252716064453,70.0453109741211,23.66323471069336,55.98100662231445,55.031497955322266
2020-06-08,56.75032043457031,73.94779205322266,48.806617736816406,68.76180267333984,72.01129150390625,24.542694091796875,56.39942932128906,56.45661544799805
2020-06-09,56.35597610473633,72.66851806640625,48.069698333740234,68.32408142089844,70.37299346923828,23.75118637084961,54.5248908996582,55.96751403808594
2020-06-10,55.94638442993164,72.56393432617188,47.94013214111328,69.23932647705078,69.93064880371094,23.452163696289062,53.79264831542969,56.43974685668945
2020-06-11,54.10322570800781,70.06172180175781,45.42165756225586,66.85971069335938,66.9735336303711,22.30887794494629,51.66706085205078,54.87970733642578
2020-06-12,53.79384231567383,69.78817749023438,45.48643493652344,66.17527770996094,67.00628662109375,22.22679328918457,51.905555725097656,54.03083801269531
2020-06-15,54.155517578125,69.96517181396484,45.68889236450195,66.89154052734375,66.9735336303711,22.461313247680664,52.40766906738281,53.91199493408203
2020-06-16,54.06835174560547,69.95714569091797,45.52694320678711,67.58393859863281,66.84245300292969,22.625476837158203,52.03525924682617,54.10723876953125
2020-06-17,54.24919509887695,69.36175537109375,45.381160736083984,66.97115325927734,67.37489318847656,22.54339027404785,51.955753326416016,54.234554290771484
2020-06-18,54.23393630981445,69.00774383544922,45.43784713745117,67.27356719970703,66.98170471191406,22.396821975708008,52.11894607543945,54.76087188720703
2020-06-19,52.769874572753906,66.06303405761719,43.41334915161133,65.0372085571289,65.29425811767578,22.003997802734375,49.06026840209961,54.33643341064453
2020-06-22,53.82215881347656,66.40094757080078,44.27174377441406,66.25486755371094,66.03970336914062,22.02744483947754,49.98079299926758,55.30415344238281
2020-06-23,52.98773956298828,65.85383605957031,43.13802719116211,65.89674377441406,66.30998992919922,21.83983039855957,49.99335861206055,54.489227294921875
2020-06-24,52.65221405029297,64.74353790283203,42.417301177978516,65.72164154052734,66.11341857910156,21.382511138916016,50.22766876220703,54.05629348754883
2020-06-25,52.1053581237793,63.92288589477539,41.50222396850586,64.57560729980469,64.95841979980469,20.76689338684082,49.52065658569336,53.39418029785156
2020-06-26,51.46484375,63.5045051574707,41.234989166259766,63.41366195678711,63.89353942871094,20.350618362426758,47.532569885253906,52.89333724975586
2020-06-29,51.90492248535156,64.56653594970703,41.75326156616211,64.15380859375,65.17958068847656,21.101085662841797,49.85833740234375,53.020668029785156
2020-06-30,52.32541275024414,64.27688598632812,41.98810577392578,64.6074447631836,65.23692321777344,21.2769832611084,49.482669830322266,53.054630279541016
2020-07-01,53.652225494384766,65.918212890625,42.81410217285156,65.5385971069336,67.17011260986328,21.904321670532227,51.22171401977539,54.489227294921875
2020-07-02,53.6827278137207,65.84580993652344,42.74931716918945,65.80917358398438,67.59605407714844,21.974679946899414,51.04865646362305,54.41282653808594
2020-07-03,,,,,,,,
2020-07-06,53.80473327636719,64.21250915527344,42.60356140136719,58.56690216064453,67.26841735839844,21.927776336669922,50.84183120727539,53.97142028808594
2020-07-07,53.7524528503418,65.02513122558594,42.69264221191406,59.068294525146484,67.48956298828125,21.693252563476562,49.706382751464844,53.98839569091797
2020-07-08,55.17948532104492,65.52397155761719,42.96795654296875,59.864158630371094,67.51416015625,21.781198501586914,49.49110794067383,54.13269805908203
2020-07-09,54.9006233215332,64.15620422363281,42.06098175048828,58.710147857666016,67.18650817871094,21.470460891723633,49.08589553833008,53.682804107666016
2020-07-10,56.558589935302734,65.42740631103516,43.10562515258789,58.5589485168457,68.9312744140625,21.92191505432129,50.30154037475586,54.13269805908203
2020-07-13,55.82655334472656,65.50785827636719,43.06513595581055,58.63853073120117,69.43096923828125,21.96881675720215,50.7236442565918,54.47224044799805
2020-07-14,57.2013053894043,65.72510528564453,43.47004699707031,58.82953643798828,69.91424560546875,22.203340530395508,51.42853546142578,54.87122344970703
2020-07-15,56.4278678894043,64.71134948730469,42.93557357788086,60.047203063964844,69.36542510986328,22.30887794494629,51.98149490356445,54.49771499633789
2020-07-16,58.47146987915039,65.22628021240234,43.51862716674805,61.24098205566406,69.7012710571289,22.314735412597656,51.76199722290039,55.16832733154297
2020-07-17,59.996551513671875,66.29634857177734,44.19886016845703,62.53824234008789,71.68360900878906,23.100385665893555,52.686397552490234,56.35673904418945
2020-07-20,59.767791748046875,65.25039672851562,43.939727783203125,61.71849822998047,71.03646850585938,22.467172622680664,51.757781982421875,55.983245849609375
2020-07-21,60.203529357910156,66.24004364013672,44.43369674682617,62.2437629699707,71.72456359863281,22.707563400268555,52.880558013916016,56.212440490722656
2020-07-22,61.094600677490234,67.704345703125,45.17061996459961,63.310203552246094,73.13349914550781,22.85999870300293,53.97801971435547,58.0460090637207
2020-07-23,61.21442794799805,67.57559967041016,44.992469787597656,64.13789367675781,72.66659545898438,22.6547908782959,53.750091552734375,57.952632904052734
2020-07-24,61.05757522583008,66.6101303100586,44.417503356933594,63.99463653564453,72.12596130371094,22.162302017211914,53.02408981323242,57.6215705871582
2020-07-27,60.486759185791016,65.40328216552734,43.939727783203125,63.84343338012695,68.20223236083984,22.03331184387207,51.90973663330078,57.307491302490234
2020-07-28,61.011810302734375,68.06640625,44.76572036743164,65.30778503417969,69.4145736694336,22.26197052001953,52.61464309692383,58.03752517700195
2020-07-29,61.316829681396484,68.36408233642578,44.85479736328125,65.46697998046875,69.4637451171875,22.607887268066406,52.766597747802734,58.34312057495117
2020-07-30,61.51290512084961,68.0422592163086,44.73332214355469,64.8780288696289,70.50404357910156,22.55512046813965,52.2347526550293,58.57231903076172
2020-07-31,61.15561294555664,68.17903900146484,44.2231559753418,64.4880599975586,71.16754150390625,22.6372013092041,52.53443908691406,58.606285095214844
2020-08-03,60.47804641723633,67.43079376220703,43.737266540527344,63.93097686767578,70.25828552246094,22.27369499206543,52.357147216796875,58.36858367919922
2020-08-04,62.10332489013672,68.13880920410156,44.08549118041992,64.36869049072266,70.06989288330078,22.719284057617188,52.770816802978516,59.36175537109375
2020-08-05,61.8266487121582,67.1894302368164,43.24330139160156,63.43754577636719,69.48828887939453,22.11539077758789,53.61923599243164,59.242919921875
2020-08-06,61.615318298339844,67.75260925292969,43.64009094238281,63.37387466430664,69.93064880371094,22.22092628479004,54.113094329833984,59.50606918334961
2020-08-07,62.698116302490234,69.68357849121094,44.287940979003906,64.16177368164062,71.524658203125,22.8248233795166,54.830657958984375,61.40755081176758
2020-08-10,61.796138763427734,68.19512176513672,44.59566116333008,63.76384353637695,70.97955322265625,22.461313247680664,56.379764556884766,61.50093078613281
2020-08-11,60.5216178894043,67.31815338134766,43.88303756713867,62.52229690551758,68.79085540771484,22.22092628479004,55.341400146484375,59.86259078979492
2020-08-12,62.00312423706055,67.84112548828125,44.425594329833984,63.33409118652344,69.50115966796875,22.695831298828125,56.64146041870117,60.677520751953125
2020-08-13,61.961708068847656,67.34058380126953,44.54707336425781,63.119205474853516,69.0964584350586,22.4666690826416,56.83984375,60.50774383544922
2020-08-14,61.112037658691406,66.86040496826172,43.88340759277344,62.753116607666016,68.51005554199219,22.460744857788086,55.670631408691406,60.04087448120117
2020-08-17,61.65452194213867,67.22664642333984,43.907997131347656,62.61781311035156,67.08948516845703,22.111370086669922,54.737796783447266,59.59096908569336
2020-08-18,61.6675910949707,66.46160125732422,43.46554946899414,62.219886779785156,67.35376739501953,21.95149040222168,54.60272979736328,59.421180725097656
2020-08-19,61.51290512084961,66.46160125732422,43.580257415771484,62.02888107299805,66.83344268798828,21.921875,54.12152862548828,59.06465530395508
2020-08-20,61.462791442871094,65.95698547363281,42.810089111328125,61.8378791809082,65.5863037109375,21.501436233520508,53.2773323059082,58.58080291748047
2020-08-21,61.528175354003906,65.92442321777344,42.908416748046875,62.585975646972656,65.31373596191406,21.625797271728516,52.96498107910156,59.09011459350586
2020-08-24,61.57609558105469,66.30694580078125,43.309879302978516,62.95206832885742,66.71781158447266,22.31863021850586,53.762752532958984,59.76921463012695
2020-08-25,61.28850555419922,65.8023452758789,42.9411735534668,62.474552154541016,65.88361358642578,21.987016677856445,52.9776496887207,58.54684829711914
2020-08-26,60.785240173339844,64.74431610107422,42.37583923339844,62.14030456542969,64.9255599975586,22.075836181640625,51.63959503173828,57.83378601074219
2020-08-27,61.06551742553711,64.74431610107422,42.76911544799805,62.076629638671875,64.72733306884766,21.844890594482422,52.16722106933594,58.25822830200195
2020-08-28,61.21222686767578,64.87454223632812,42.94937515258789,62.09254837036133,64.71080780029297,21.933717727661133,51.63114547729492,58.27520751953125
2020-08-31,61.12900924682617,65.38725280761719,42.75273132324219,62.42679214477539,65.10726928710938,21.856739044189453,52.19253921508789,58.971275329589844
2020-09-01,60.68232345581055,64.46757507324219,42.4495849609375,61.933380126953125,64.27307891845703,21.513280868530273,51.60159683227539,58.190330505371094
2020-09-02,63.11943054199219,66.30694580078125,43.596641540527344,63.34999465942383,66.32962036132812,22.51996421813965,52.57243728637695,60.73694610595703
2020-09-03,61.43995666503906,66.03836059570312,43.09685516357422,63.615779876708984,65.71019744873047,22.081762313842773,51.799983978271484,59.97296905517578
2020-09-04,60.723934173583984,65.9000244140625,42.84286117553711,63.17281723022461,65.2889633178711,21.963333129882812,51.027549743652344,59.43816375732422
2020-09-07,,,,,,,,
2020-09-08,60.85311508178711,65.70469665527344,43.30167770385742,62.97953796386719,65.23114776611328,21.566577911376953,50.26777267456055,58.66569137573242
2020-09-09,61.829715728759766,67.21851348876953,43.30167770385742,64.13925170898438,65.999267578125,21.714622497558594,51.05287551879883,59.92201614379883
2020-09-10,60.634151458740234,66.7383041381836,42.24473571777344,63.4063835144043,64.8512191772461,21.223125457763672,49.85833740234375,58.68265914916992
2020-09-11,60.90568161010742,67.57661437988281,42.40861511230469,64.13925170898438,65.3715591430664,21.21719741821289,49.72325897216797,58.45348358154297
2020-09-14,61.731163024902344,68.67535400390625,43.309879302978516,65.01710510253906,66.35440826416016,21.471834182739258,50.2930908203125,59.401634216308594
2020-09-15,64.74855041503906,68.73230743408203,43.43278121948242,65.15401458740234,66.0735855102539,21.41853904724121,49.6515007019043,60.144798278808594
2020-09-16,61.38739776611328,69.04973602294922,43.662193298339844,65.7177734375,66.45350646972656,21.471834182739258,51.00644302368164,60.5804557800293
2020-09-17,61.20565414428711,68.85440063476562,43.85063934326172,64.28418731689453,66.10662841796875,21.27642059326172,51.086639404296875,58.462005615234375
2020-09-18,60.63632583618164,67.5114974975586,43.26891326904297,62.7862548828125,65.06597137451172,20.76715850830078,50.643436431884766,57.14653778076172
2020-09-21,60.47867965698242,67.20219421386719,43.44916534423828,62.79429244995117,65.54499053955078,20.577665328979492,49.2420768737793,56.924434661865234
2020-09-22,60.88595199584961,67.2999038696289,43.52289962768555,62.415767669677734,65.94969940185547,20.85006332397461,50.250892639160156,57.120906829833984
2020-09-23,59.84587478637695,66.15231323242188,43.039493560791016,61.42515182495117,65.3963394165039,20.417781829833984,48.33033752441406,56.540035247802734
2020-09-24,60.772090911865234,66.4697265625,43.46554946899414,61.45738220214844,66.47830200195312,20.613195419311523,49.30371856689453,57.291744232177734
2020-09-25,61.70928192138672,67.1208267211914,44.088253021240234,62.053367614746094,66.6104507446289,21.03363037109375,50.100311279296875,58.51326370239258
2020-09-28,62.21728515625,67.44637298583984,44.00631332397461,62.19832992553711,66.6104507446289,21.163902282714844,49.716915130615234,58.812232971191406
2020-09-29,61.993919372558594,67.0719985961914,43.99811935424805,62.7218132019043,66.8747329711914,20.91519546508789,49.491146087646484,58.64140701293945
2020-09-30,60.776466369628906,72.077392578125,44.424171447753906,63.56745529174805,67.50243377685547,21.175748825073242,50.41980743408203,58.94892501831055
2020-10-01,61.91511154174805,73.29005432128906,44.75189971923828,63.293617248535156,68.60092163085938,21.21719741821289,50.747806549072266,60.119163513183594
2020-10-02,61.56696319580078,74.5353012084961,46.09559631347656,64.26811981201172,70.45096588134766,21.2823429107666,51.331417083740234,60.2046012878418
2020-10-05,63.04277420043945,74.66551971435547,46.84120178222656,64.50167083740234,71.89631652832031,21.78567886352539,51.87241744995117,61.050262451171875
2020-10-06,63.561729431152344,73.87603759765625,47.3819580078125,65.32315826416016,73.03609466552734,22.01070213317871,52.06837463378906,61.88738250732422
2020-10-07,65.05945587158203,74.30741119384766,47.35737609863281,65.25065612792969,73.18476104736328,22.413373947143555,52.277099609375,61.57986068725586
2020-10-08,65.91783905029297,75.81309509277344,48.10297393798828,66.0882339477539,73.8207015991211,23.283851623535156,53.97679138183594,61.93864822387695
