Date,GOOGL,META,DIS,NFLX,VZ,T,TMUS,CMCSA,CHTR,EA,TTWO
2020-02-04,71.77545928955078,208.54440307617188,142.35679626464844,36.9010009765625,41.82045364379883,18.929466247558594,78.74729919433594,37.84280776977539,531.75,104.20092010498047,126.93000030517578
2020-02-05,71.80723571777344,208.82266235351562,139.05189514160156,36.96699905395508,42.42312240600586,19.020008087158203,79.01779174804688,38.10774230957031,522.1799926757812,104.93082427978516,120.76000213623047
2020-02-06,73.29299926757812,209.55813598632812,140.36007690429688,36.69499969482422,42.64552688598633,19.336933135986328,79.96456909179688,38.11628341674805,526.5599975585938,107.05240631103516,127.73999786376953
2020-02-07,73.44891357421875,211.02906799316406,138.70762634277344,36.676998138427734,43.0042610168457,19.341960906982422,82.5440902709961,38.235939025878906,525.2100219726562,106.16678619384766,112.5999984741211
2020-02-10,74.91629028320312,211.75460815429688,140.2519073486328,37.106998443603516,43.21949768066406,19.286624908447266,81.66492462158203,38.167564392089844,530.3400268554688,105.7872314453125,111.0
2020-02-11,74.98580932617188,205.92054748535156,138.6977996826172,37.36899948120117,42.10744094848633,19.20110511779785,91.28733825683594,38.278663635253906,530.9400024414062,106.11814880371094,112.38999938964844
2020-02-12,75.41139221191406,209.46868896484375,139.5240478515625,38.000999450683594,41.777400970458984,19.13571548461914,92.4273452758789,39.32986068725586,534.0,106.77991485595703,114.0199966430664
2020-02-13,75.15117645263672,211.8341064453125,138.589599609375,38.13999938964844,42.0787353515625,19.27153205871582,91.91531372070312,39.372596740722656,534.72998046875,105.9234848022461,112.20999908447266
2020-02-14,75.41634368896484,212.8677215576172,137.2519073486328,38.040000915527344,41.97829818725586,19.241352081298828,93.20989227294922,39.389686584472656,534.8900146484375,106.75071716308594,113.43000030517578
2020-02-17,,,,,,,,,,,
2020-02-18,75.45161437988281,216.46556091308594,136.85845947265625,38.77799987792969,41.547813415527344,19.246379852294922,96.4946517944336,39.44095993041992,537.5999755859375,106.5268783569336,113.43000030517578
2020-02-19,75.72124481201172,216.15745544433594,138.98304748535156,38.61899948120117,41.770233154296875,19.336933135986328,97.083984375,39.2871208190918,542.4600219726562,106.83830261230469,113.54000091552734
2020-02-20,75.32994079589844,213.26527404785156,138.06829833984375,38.599998474121094,41.67695236206055,19.422449111938477,96.12753295898438,39.32986068725586,539.219970703125,106.27384948730469,115.12999725341797
2020-02-21,73.66492462158203,208.89222717285156,136.69125366210938,38.00699996948242,41.75587844848633,19.392263412475586,95.22904968261719,39.15892791748047,535.3400268554688,105.11572265625,116.02999877929688
2020-02-24,70.5067138671875,199.49021911621094,130.8289794921875,36.869998931884766,41.605224609375,19.140743255615234,93.10363006591797,38.11628341674805,528.7000122070312,104.16199493408203,113.0199966430664
2020-02-25,68.84120178222656,195.56442260742188,126.08802795410156,36.00899887084961,40.98102951049805,18.788612365722656,91.37429809570312,36.89417266845703,517.989990234375,102.55619812011719,110.97000122070312
2020-02-26,69.04728698730469,195.99176025390625,121.33722686767578,37.92399978637695,40.99538040161133,18.662853240966797,90.47582244873047,36.08228302001953,518.0900268554688,103.68511962890625,109.47000122070312
2020-02-27,65.2971420288086,188.58740234375,116.10446166992188,37.17100143432617,39.50307083129883,17.973682403564453,88.1474838256836,35.08237075805664,508.54998779296875,99.98694610595703,107.83999633789062
2020-02-28,66.50381469726562,191.29074096679688,115.72085571289062,36.90299987792969,38.85737228393555,17.717134475708008,87.1041030883789,34.552494049072266,493.1700134277344,98.6536636352539,107.4800033569336
2020-03-02,68.84120178222656,195.23641967773438,118.01264190673828,38.10499954223633,41.12452697753906,18.70309829711914,90.12802124023438,36.33867645263672,497.1300048828125,104.0257568359375,112.05999755859375
2020-03-03,66.42784118652344,184.7510528564453,114.54052734375,36.87699890136719,39.96223449707031,18.26042366027832,86.34088134765625,35.415679931640625,495.0299987792969,103.84081268310547,111.22000122070312
2020-03-04,68.6068115234375,190.58509826660156,117.22576141357422,38.37900161743164,41.6984748840332,19.20613670349121,90.63038635253906,36.32156753540039,522.8400268554688,108.83338165283203,119.41999816894531
2020-03-05,65.28770446777344,184.0354766845703,112.11103057861328,37.27799987792969,41.00972366333008,18.70309829711914,86.81427764892578,34.843082427978516,505.1400146484375,107.25679016113281,117.2699966430664
2020-03-06,64.34321594238281,179.98046875,113.37986755371094,36.89699935913086,40.801666259765625,18.62763786315918,84.8820571899414,34.501216888427734,496.7200012207031,104.78484344482422,117.69000244140625
2020-03-09,60.37310791015625,168.46148681640625,102.63892364501953,34.64899826049805,40.055511474609375,17.450519561767578,77.04694366455078,32.37320327758789,463.2099914550781,98.2254409790039,113.87999725341797
2020-03-10,63.32176971435547,177.09825134277344,109.6323471069336,36.41299819946289,40.55055236816406,18.03404998779297,82.09967803955078,33.41585159301758,476.760009765625,100.60978698730469,118.75
2020-03-11,60.13027572631836,169.19696044921875,103.77991485595703,34.992000579833984,39.33805847167969,17.365005493164062,83.51982879638672,32.398841857910156,450.6499938964844,98.46875,119.05000305175781
2020-03-12,55.19680404663086,153.52357482910156,90.30455780029297,31.524999618530273,36.73370361328125,15.760303497314453,74.15829467773438,29.860610961914062,427.5400085449219,90.84855651855469,108.36000061035156
2020-03-13,60.29762268066406,169.23670959472656,100.83894348144531,33.630001068115234,38.86453628540039,17.33985137939453,82.49577331542969,33.6124153137207,454.19000244140625,94.45913696289062,116.62000274658203
2020-03-16,53.28250503540039,145.11538696289062,93.45208740234375,29.884000778198242,36.583038330078125,16.001766204833984,73.93607330322266,30.80069351196289,389.1099853515625,86.29397583007812,108.01000213623047
2020-03-17,55.52006912231445,148.50453186035156,91.99635314941406,31.975000381469727,38.96498107910156,16.972631454467773,75.69439697265625,32.663780212402344,393.0199890136719,92.8533706665039,116.47000122070312
2020-03-18,54.18577575683594,146.05960083007812,87.34391784667969,31.547000885009766,38.9721565246582,16.524927139282227,71.80097198486328,30.493024826049805,381.5199890136719,87.79269409179688,106.62000274658203
2020-03-19,55.202762603759766,152.19180297851562,93.37339782714844,33.202999114990234,38.46994400024414,15.669755935668945,76.7571029663086,30.715238571166992,393.05999755859375,87.64672088623047,106.36000061035156
2020-03-20,53.044647216796875,148.8126220703125,84.5701675415039,33.28300094604492,37.16416931152344,14.311538696289062,72.023193359375,28.518844604492188,371.70001220703125,84.6103286743164,100.1500015258789
2020-03-23,52.34546661376953,147.19259643554688,84.353759765625,36.027000427246094,36.09516143798828,13.466429710388184,73.13420867919922,29.202545166015625,381.7799987792969,92.9117431640625,109.81999969482422
2020-03-24,56.11348342895508,159.99366760253906,96.5110855102539,35.731998443603516,35.86558151245117,14.130446434020996,75.98422241210938,29.604219436645508,419.3999938964844,91.77311706542969,112.22000122070312
2020-03-25,54.703704833984375,155.25291442871094,99.07828521728516,34.23899841308594,35.82969665527344,14.286388397216797,76.48661041259766,28.689769744873047,420.7699890136719,87.23798370361328,109.72000122070312
2020-03-26,57.747711181640625,162.3392333984375,103.63237762451172,36.29899978637695,38.412540435791016,15.393083572387695,81.76152801513672,31.398941040039062,454.1700134277344,96.54180145263672,115.25
2020-03-27,55.132747650146484,155.829345703125,94.81929779052734,35.71200180053711,37.860103607177734,15.010769844055176,78.9501724243164,29.544397354125977,439.70001220703125,92.81443786621094,111.69999694824219
2020-03-30,56.92289733886719,164.93321228027344,98.16354370117188,37.09600067138672,39.29500198364258,15.206954956054688,80.30272674560547,30.33065414428711,450.7799987792969,95.072265625,118.51000213623047
2020-03-31,57.69953918457031,165.77804565429688,95.0160140991211,37.54999923706055,38.54884719848633,14.663673400878906,81.0562744140625,29.57367515563965,436.30999755859375,97.48580169677734,118.61000061035156
2020-04-01,54.727535247802734,158.62213134765625,93.36356353759766,36.40800094604492,37.96771240234375,14.110322952270508,82.24459075927734,27.887680053710938,424.0299987792969,94.91655731201172,116.33000183105469
2020-04-02,55.468929290771484,157.22076416015625,95.37995147705078,37.007999420166016,39.6393928527832,14.467484474182129,81.54899597167969,29.565074920654297,435.6600036621094,99.54900360107422,119.51000213623047
2020-04-03,54.2607536315918,153.2353515625,92.34061431884766,36.17599868774414,39.24479293823242,13.813530921936035,79.20135498046875,29.203792572021484,433.79998779296875,100.07455444335938,118.48999786376953
2020-04-06,58.75426483154297,164.5356903076172,97.94715118408203,37.99599838256836,40.6796989440918,14.809552192687988,83.17204284667969,31.165050506591797,459.54998779296875,103.65592956542969,121.29000091552734
2020-04-07,58.72297668457031,167.79559326171875,99.57992553710938,37.22800064086914,40.880577087402344,15.131500244140625,83.57781219482422,31.775779724121094,451.75,103.47100830078125,120.05999755859375
2020-04-08,59.936607360839844,173.2122039794922,99.4127197265625,37.11199951171875,41.46890640258789,15.388132095336914,83.90628814697266,32.4123420715332,463.92999267578125,103.93815612792969,119.0999984741211
2020-04-09,59.91525650024414,174.1166229248047,102.7864761352539,37.071998596191406,41.65381622314453,15.820585250854492,82.98848724365234,32.68759536743164,466.6400146484375,102.9649429321289,119.4000015258789
2020-04-10,,,,,,,,,,,
2020-04-13,60.1059455871582,173.71908569335938,101.80287170410156,39.672000885009766,41.09543228149414,15.54257869720459,83.24934387207031,31.9908390045166,469.70001220703125,106.37117004394531,120.0
2020-04-14,62.82816696166992,177.07835388183594,104.29138946533203,41.35499954223633,42.16143798828125,16.026512145996094,86.58240509033203,33.13490676879883,489.57000732421875,109.02802276611328,122.77999877929688
2020-04-15,62.43438720703125,175.88572692871094,101.67500305175781,42.67499923706055,41.28398513793945,15.491097450256348,85.53900909423828,31.965038299560547,496.32000732421875,110.46834564208984,123.5
2020-04-16,62.440834045410156,175.17010498046875,100.34713745117188,43.91699981689453,41.81334686279297,15.527132987976074,87.21038055419922,32.54136276245117,496.3500061035156,114.93534088134766,126.81999969482422
2020-04-17,63.51195526123047,178.1417999267578,104.88154602050781,42.29600143432617,42.393489837646484,16.07799530029297,87.90596008300781,32.75642013549805,499.4200134277344,112.06439971923828,124.44000244140625
2020-04-20,62.62556457519531,177.14793395996094,100.58320617675781,43.749000549316406,42.1541862487793,15.949288368225098,86.89157104492188,32.00804138183594,498.6700134277344,112.31745910644531,125.3499984741211
2020-04-21,60.19284439086914,169.75350952148438,98.89141082763672,43.382999420166016,41.20420837402344,15.377832412719727,84.26375579833984,30.71773338317871,490.7799987792969,110.23477935791016,125.7300033569336
2020-04-22,62.489505767822266,181.16319274902344,99.33403015136719,42.141998291015625,42.05265808105469,15.17190170288086,87.1041030883789,30.734952926635742,496.0799865722656,111.49995422363281,127.44000244140625
2020-04-23,63.12313461303711,183.99569702148438,99.34386444091797,42.66999816894531,41.7625846862793,15.187346458435059,87.27799987792969,31.044618606567383,499.1199951171875,111.39288330078125,124.55000305175781
2020-04-24,63.39278030395508,188.90545654296875,99.53075408935547,42.499000549316406,42.00914764404297,15.295462608337402,87.72241973876953,31.965038299560547,508.54998779296875,113.19332122802734,127.87999725341797
2020-04-27,63.10773468017578,186.35121154785156,104.32089233398438,42.13800048828125,41.92212677001953,15.722766876220703,87.82868957519531,32.86824035644531,508.44000244140625,112.91110229492188,125.93000030517578
2020-04-28,61.20734405517578,181.78932189941406,104.46843719482422,40.382999420166016,41.936641693115234,15.779398918151855,84.9593505859375,32.75642013549805,497.1600036621094,108.36622619628906,120.51000213623047
2020-04-29,66.64932250976562,193.0001983642578,110.40939331054688,41.18899917602539,42.14693069458008,16.18096160888672,86.28292083740234,33.54780197143555,494.6700134277344,109.75791931152344,121.18000030517578
2020-04-30,66.8737564086914,203.4557342529297,106.37662506103516,41.98500061035156,41.661067962646484,15.686727523803711,84.82410430908203,32.36932373046875,495.2300109863281,111.1982421875,121.05000305175781
2020-05-01,65.4148178100586,201.0306854248047,103.77008056640625,41.527000427246094,41.211463928222656,15.39327621459961,83.2783203125,31.81018829345703,509.6400146484375,110.23477935791016,122.6500015258789
2020-05-04,65.6919174194336,204.0023651123047,101.48812103271484,42.814998626708984,40.78361892700195,15.238825798034668,85.94477844238281,31.156444549560547,515.72998046875,113.69938659667969,124.91000366210938
2020-05-05,66.98896026611328,205.80130004882812,99.40287780761719,42.46799850463867,40.979408264160156,15.310901641845703,85.95442962646484,31.010208129882812,513.4400024414062,116.40489959716797,125.27999877929688
2020-05-06,66.81069946289062,207.19271850585938,99.22583770751953,43.42599868774414,40.348506927490234,14.821818351745605,83.65510559082031,30.227426528930664,503.9599914550781,112.22985076904297,127.7300033569336
2020-05-07,67.99503326416016,209.96559143066406,103.83893585205078,43.65299987792969,40.30500793457031,14.873305320739746,92.06023406982422,30.605913162231445,514.25,113.67020416259766,128.77999877929688
2020-05-08,68.74287414550781,211.04896545410156,107.37006378173828,43.55500030517578,41.33473587036133,15.336647987365723,95.18074035644531,31.42310333251953,515.280029296875,113.49501037597656,129.85000610351562
2020-05-11,69.69878387451172,211.87384033203125,106.00285339355469,44.051998138427734,40.89964294433594,15.125570297241211,93.44176483154297,31.104835510253906,510.739990234375,114.22489929199219,132.58999633789062
2020-05-12,68.28801727294922,208.81272888183594,102.84548950195312,43.18199920654297,40.21798324584961,14.873305320739746,91.40327453613281,30.40806770324707,501.92999267578125,113.25173950195312,131.6199951171875
2020-05-13,66.9547119140625,203.84336853027344,101.23237609863281,43.82699966430664,39.77561950683594,14.461442947387695,89.63529205322266,30.081192016601562,498.29998779296875,113.76752471923828,131.3800048828125
2020-05-14,67.37828063964844,205.54287719726562,104.17335510253906,44.19499969482422,39.81913757324219,14.713708877563477,91.69310760498047,30.760744094848633,497.44000244140625,113.98161315917969,131.52999877929688
2020-05-15,68.18274688720703,209.58795166015625,107.26187133789062,45.41899871826172,39.67409896850586,14.57470703125,94.02141571044922,30.89837646484375,503.3900146484375,114.96454620361328,132.5399932861328
2020-05-18,68.78458404541016,211.88380432128906,114.93396759033203,45.257999420166016,40.406532287597656,15.16161060333252,98.4461898803711,32.76502990722656,517.7899780273438,113.98161315917969,135.52999877929688
2020-05-19,68.24928283691406,215.55120849609375,112.49462890625,45.104000091552734,39.43479537963867,14.909341812133789,95.25804138183594,32.86824035644531,520.4400024414062,115.36355590820312,142.24000549316406
2020-05-20,69.97537994384766,228.5609893798828,117.95362854003906,44.766998291015625,39.34777069091797,15.233683586120605,94.81362915039062,33.69403076171875,512.7999877929688,116.34649658203125,146.83999633789062
2020-05-21,69.85569763183594,229.97230529785156,115.89791107177734,43.625,39.13748550415039,15.326348304748535,91.19072723388672,33.50477981567383,516.9600219726562,114.2151870727539,138.19000244140625
2020-05-22,70.17797088623047,233.4707489013672,116.08477783203125,42.93199920654297,39.231746673583984,15.38298225402832,92.55293273925781,33.32415008544922,512.9000244140625,116.60926818847656,140.50999450683594
2020-05-25,,,,,,,,,,,
2020-05-26,70.58169555664062,230.7772979736328,118.96673583984375,41.47700119018555,39.37678909301758,15.866921424865723,92.33073425292969,33.99509811401367,509.8500061035156,113.51447296142578,130.1999969482422
2020-05-27,70.5275650024414,227.73605346679688,119.53721618652344,41.98899841308594,39.98591995239258,16.397188186645508,93.90547943115234,34.3477897644043,525.1099853515625,114.2346420288086,134.52000427246094
2020-05-28,70.42626953125,224.07862854003906,114.83560943603516,41.34400177001953,40.406532287597656,15.990476608276367,95.85702514648438,34.02091598510742,534.6699829101562,118.09825897216797,134.07000732421875
2020-05-29,71.18502807617188,223.71087646484375,115.37659454345703,41.972999572753906,41.610313415527344,15.887507438659668,96.64923095703125,34.063926696777344,544.0,119.58726501464844,136.1699981689453
2020-06-01,71.2520751953125,230.48907470703125,116.82247924804688,42.59199905395508,40.45002746582031,15.923550605773926,96.32074737548828,34.562835693359375,541.2999877929688,119.48994445800781,136.22000122070312
2020-06-02,71.62152099609375,231.29412841796875,116.80281829833984,42.73099899291992,40.89964294433594,15.954434394836426,97.00668334960938,35.078948974609375,545.219970703125,119.08120727539062,134.60000610351562
2020-06-03,71.46957397460938,228.74981689453125,120.17656707763672,42.196998596191406,41.211463928222656,16.22214698791504,97.77957916259766,35.52626037597656,547.2999877929688,114.76992797851562,129.3000030517578
2020-06-04,70.2306137084961,224.9035186767578,121.66181182861328,41.43299865722656,41.49428939819336,16.371444702148438,96.77482604980469,35.51765823364258,540.030029296875,114.0400161743164,127.58999633789062
2020-06-05,71.50779724121094,229.35609436035156,122.77328491210938,41.959999084472656,41.87136459350586,16.870824813842773,97.70227813720703,36.2058219909668,530.719970703125,115.14947509765625,128.91000366210938
2020-06-08,71.90604400634766,229.9822235107422,125.19293212890625,41.94900131225586,42.125179290771484,17.107643127441406,100.9194107055664,37.09183120727539,540.3599853515625,116.30757904052734,134.8000030517578
2020-06-09,72.10665893554688,237.2076873779297,121.85852813720703,43.404998779296875,41.95839309692383,16.79360008239746,99.69247436523438,36.25743865966797,531.5700073242188,117.82575988769531,134.41000366210938
2020-06-10,72.73335266113281,235.27955627441406,120.17656707763672,43.448001861572266,42.09617233276367,16.54648780822754,102.20433807373047,35.57787322998047,533.8099975585938,121.46553039550781,137.30999755859375
2020-06-11,69.61486053466797,223.05491638183594,110.79300689697266,42.555999755859375,40.93589782714844,15.532281875610352,97.47042083740234,33.76285171508789,517.1699829101562,119.13958740234375,134.9199981689453
2020-06-12,70.16209411621094,227.1794891357422,113.59626770019531,41.80699920654297,40.9939079284668,15.702174186706543,98.84229278564453,33.9434928894043,522.5700073242188,118.70166015625,134.0
2020-06-15,70.55040740966797,231.07550048828125,115.16020202636719,42.54999923706055,40.718345642089844,15.702174186706543,101.13196563720703,34.26176452636719,526.02001953125,123.12972259521484,137.14999389648438
2020-06-16,71.8281021118164,234.2061767578125,116.49789428710938,43.612998962402344,41.276729583740234,15.84632682800293,99.40262603759766,34.19294738769531,532.4500122070312,122.36090850830078,135.6699981689453
2020-06-17,72.1295166015625,234.08692932128906,115.72085571289062,44.777000427246094,41.080936431884766,15.578615188598633,99.15145111083984,33.73704528808594,534.22998046875,124.67713165283203,138.9199981689453
2020-06-18,71.21482849121094,234.49441528320312,116.42904663085938,44.98699951171875,41.254974365234375,15.62494945526123,102.78399658203125,33.92628860473633,535.1099853515625,125.88390350341797,141.25
2020-06-19,70.74407196044922,237.3269500732422,112.47496032714844,45.37200164794922,40.72559356689453,15.60435676574707,103.2767105102539,33.633811950683594,536.6699829101562,126.70137786865234,142.61000061035156
2020-06-22,72.03616333007812,237.75430297851562,114.01921081542969,46.80400085449219,40.363014221191406,15.501392364501953,102.98687744140625,33.06608200073242,527.6699829101562,126.24400329589844,141.13999938964844
2020-06-23,72.69759368896484,240.7558135986328,114.67822265625,46.625999450683594,39.84090042114258,15.573464393615723,103.52792358398438,33.71984100341797,521.0399780273438,127.10037994384766,143.3699951171875
2020-06-24,71.1443099975586,232.586181640625,110.23234558105469,45.78499984741211,39.10846710205078,15.146162033081055,104.75486755371094,33.16930389404297,507.989990234375,127.36317443847656,139.8699951171875
2020-06-25,71.56143188476562,234.2360076904297,109.53398895263672,46.590999603271484,39.362274169921875,15.300607681274414,106.45520782470703,33.177913665771484,510.0199890136719,127.23664855957031,140.39999389648438
2020-06-26,67.66033935546875,214.75608825683594,107.31104278564453,44.34000015258789,38.550079345703125,14.971121788024902,101.63432312011719,33.246734619140625,502.2699890136719,127.42155456542969,141.17999267578125
2020-06-29,69.37998962402344,219.28814697265625,109.69136047363281,44.7239990234375,39.659603118896484,15.398429870605469,102.36858367919922,33.496185302734375,509.2200012207031,127.18801879882812,137.7899932861328
2020-06-30,70.41681671142578,225.67877197265625,109.68153381347656,45.50400161743164,39.97867965698242,15.563170433044434,100.61991882324219,33.72982406616211,510.0400085449219,128.51156616210938,139.57000732421875
2020-07-01,71.60612487792969,236.0945587158203,111.15693664550781,48.56399917602539,39.64509582519531,15.39327621459961,102.5328140258789,34.352848052978516,521.9099731445312,131.59658813476562,144.11000061035156
2020-07-02,72.99305725097656,231.98983764648438,110.34053802490234,47.68899917602539,39.732112884521484,15.485943794250488,102.41687774658203,33.96344757080078,517.6900024414062,130.2535858154297,144.39999389648438
2020-07-03,,,,,,,,,,,
2020-07-06,74.46888732910156,238.8077850341797,112.55364990234375,49.38100051879883,40.058448791503906,15.697025299072266,103.16077423095703,34.89799880981445,526.2899780273438,130.67208862304688,145.67999267578125
2020-07-07,73.9857177734375,239.38427734375,111.76676940917969,49.316001892089844,39.91339874267578,15.609504699707031,102.21400451660156,34.673004150390625,528.02001953125,131.1683807373047,147.27000427246094
2020-07-08,74.66502380371094,242.08763122558594,114.7470932006836,50.27799987792969,40.15996170043945,15.681578636169434,102.99654388427734,34.38746643066406,528.3099975585938,131.97616577148438,147.82000732421875
2020-07-09,75.4128646850586,243.00196838378906,114.89462280273438,50.7760009765625,39.55498504638672,15.559630393981934,102.57144927978516,33.99806213378906,530.1900024414062,135.05148315429688,150.75999450683594
2020-07-10,76.42340087890625,243.5684814453125,117.38314056396484,54.87300109863281,39.95831298828125,15.870400428771973,103.42163848876953,35.05375289916992,537.9199829101562,137.03680419921875,153.91000366210938
2020-07-13,75.09358215332031,237.53565979003906,114.3143081665039,52.54999923706055,39.928977966308594,15.675508499145508,100.97737121582031,35.07970428466797,533.780029296875,131.6842041015625,146.82000732421875
2020-07-14,75.5221176147461,238.26119995117188,116.71429443359375,52.487998962402344,40.65494918823242,15.780860900878906,101.8178939819336,35.633506774902344,542.9500122070312,134.8179168701172,151.0500030517578
2020-07-15,75.3244857788086,238.8077850341797,118.91756439208984,52.32600021362305,40.37629318237305,15.807198524475098,101.36383056640625,36.308441162109375,552.010009765625,134.72055053710938,151.27999877929688
2020-07-16,75.22714233398438,239.45382690429688,117.47166442871094,52.73899841308594,40.90427780151367,16.007354736328125,100.94839477539062,36.464210510253906,558.030029296875,134.3507843017578,150.30999755859375
2020-07-17,75.32298278808594,240.54708862304688,116.70445251464844,49.29899978637695,41.28560256958008,15.93360710144043,101.77924346923828,36.49882125854492,564.6599731445312,134.60379028320312,150.5800018310547
2020-07-20,77.65640258789062,243.9163055419922,115.85856628417969,50.24100112915039,40.970279693603516,15.722917556762695,102.54247283935547,36.2998046875,565.510009765625,137.73751831054688,154.6999969482422
2020-07-21,77.26311492919922,240.26882934570312,116.6749496459961,49.0099983215332,40.94828414916992,15.93360710144043,102.00145721435547,36.83628845214844,564.6799926757812,135.60617065429688,153.05999755859375
2020-07-22,77.70654296875,238.4003448486328,117.07821655273438,48.981998443603516,40.88228225708008,15.886204719543457,101.37348937988281,36.83628845214844,565.1199951171875,134.59405517578125,154.0500030517578
2020-07-23,75.31802368164062,231.1748809814453,116.18314361572266,47.757999420166016,40.95560836791992,15.749252319335938,100.96772766113281,36.767066955566406,560.4199829101562,131.7328643798828,151.47999572753906
2020-07-24,74.89395141601562,229.29647827148438,115.68150329589844,48.04499816894531,41.68893814086914,15.575431823730469,101.37348937988281,37.51123046875,561.719970703125,131.61602783203125,156.02000427246094
2020-07-27,75.94767761230469,232.06935119628906,114.40281677246094,49.564998626708984,41.703590393066406,15.427947998046875,102.04010772705078,37.69295120239258,559.9099731445312,132.5113983154297,159.24000549316406
2020-07-28,74.66752624511719,228.71005249023438,114.27495574951172,48.85100173950195,42.150917053222656,15.638639450073242,100.97737121582031,37.39009094238281,561.4099731445312,131.1683807373047,156.41000366210938
2020-07-29,75.65370178222656,231.8606414794922,113.71430206298828,48.448001861572266,42.1289176940918,15.570165634155273,102.1946792602539,37.98714828491211,566.4199829101562,132.2875518798828,157.82000732421875
2020-07-30,76.39163208007812,233.06324768066406,113.76348114013672,48.58000183105469,42.0189208984375,15.575431823730469,101.90486145019531,37.78813552856445,563.4400024414062,134.8762969970703,159.55999755859375
