Date,JNJ,PFE,MRK,ABBV,LLY,BMY,GILD,AMGN,MDT,SYK,ISRG,DHR,TMO,UNH,HUM,CI,HCA,CVS,ZBH,REGN
2021-01-22,141.8941650390625,28.639217376708984,66.49247741699219,92.29134368896484,195.62249755859375,53.565467834472656,55.61226272583008,216.5727081298828,101.12137603759766,228.43399047851562,248.02667236328125,206.7324676513672,508.2685546875,322.5037841796875,388.36114501953125,205.5433349609375,160.13763427734375,63.456790924072266,150.45506286621094,534.8139038085938
2021-01-25,144.00244140625,29.21121597290039,66.6320571899414,91.99163818359375,201.51564025878906,53.78948974609375,56.625816345214844,219.64828491210938,101.39895629882812,228.0721893310547,250.6699981689453,206.82803344726562,512.4466552734375,322.7449951171875,387.2301025390625,202.4797821044922,161.53787231445312,62.67770004272461,148.86648559570312,545.1763916015625
2021-01-26,147.90655517578125,29.234725952148438,65.89306640625,90.57640075683594,201.86679077148438,53.465904235839844,55.41287612915039,220.9298095703125,101.26883697509766,226.59649658203125,256.54998779296875,203.20648193359375,501.5819396972656,318.38372802734375,379.4184875488281,198.4962158203125,157.4138641357422,63.55096435546875,147.84791564941406,541.0989379882812
2021-01-27,145.65084838867188,28.396310806274414,63.281986236572266,85.57303619384766,196.9795684814453,51.45802307128906,54.399322509765625,214.48812866210938,96.71498107910156,219.69386291503906,252.91000366210938,192.9757843017578,476.5439147949219,308.99298095703125,362.2423400878906,195.55224609375,150.59481811523438,62.00135803222656,142.5963592529297,512.7164306640625
2021-01-28,146.76132202148438,28.40423583984375,63.97990798950195,86.75520324707031,199.39942932128906,51.68205642700195,53.73469924926758,211.66026306152344,99.55138397216797,218.9798126220703,255.1199951171875,198.508056640625,490.3716125488281,313.7811279296875,373.6099853515625,201.2837677001953,157.09739685058594,62.16401672363281,146.73597717285156,503.4776306152344
2021-01-29,141.5297393798828,28.43592071533203,63.281986236572266,85.3149642944336,197.35911560058594,50.968505859375,54.499019622802734,206.26092529296875,96.5675048828125,210.4205322265625,249.2133331298828,206.55874633789062,503.4290466308594,309.54052734375,367.2073059082031,199.68304443359375,155.83135986328125,61.342132568359375,143.59619140625,501.06103515625
2021-02-01,141.16537475585938,28.35671043395996,63.52009963989258,85.16512298583984,192.77560424804688,51.615665435791016,54.08362579345703,205.40660095214844,96.43740844726562,215.68560791015625,248.70333862304688,209.95458984375,509.1279296875,309.9302062988281,364.1305236816406,199.45298767089844,160.09927368164062,61.17946243286133,143.81118774414062,505.27764892578125
2021-02-02,139.89871215820312,27.715124130249023,63.85675048828125,86.13915252685547,187.48023986816406,52.22134780883789,54.108543395996094,205.45785522460938,98.8401107788086,223.86404418945312,252.6133270263672,212.8552703857422,512.1504516601562,314.3101501464844,361.3412780761719,200.38218688964844,159.0635223388672,61.49623107910156,148.10955810546875,497.22235107421875
2021-02-03,139.24801635742188,27.596309661865234,63.48725891113281,89.03624725341797,186.910888671875,51.46632385253906,53.601768493652344,202.54458618164062,97.69513702392578,222.74053955078125,248.46665954589844,206.89752197265625,494.0656433105469,313.53997802734375,364.1593322753906,201.87252807617188,166.03599548339844,62.7033805847168,148.16566467285156,488.4708557128906
2021-02-04,140.54071044921875,27.635906219482422,62.42803192138672,90.35163879394531,191.33309936523438,51.076358795166016,54.690093994140625,202.66419982910156,101.48567962646484,225.7205810546875,252.35000610351562,204.55259704589844,482.9442443847656,305.5874938964844,369.10516357421875,188.9468231201172,171.963134765625,62.49789810180664,150.1934051513672,496.088623046875
2021-02-05,142.67498779296875,27.659671783447266,62.23918151855469,90.51811981201172,191.47544860839844,50.54535675048828,56.87504577636719,201.89535522460938,102.70004272460938,227.33909606933594,254.0833282470703,204.60472106933594,486.4998779296875,301.1241455078125,363.5554504394531,187.1527862548828,169.55581665039062,61.795894622802734,149.40847778320312,496.2278747558594
2021-02-08,143.08273315429688,27.580467224121094,61.61515808105469,88.94469451904297,195.2713623046875,49.97285842895508,56.467960357666016,202.96322631835938,102.4137954711914,230.83326721191406,256.663330078125,204.6568603515625,489.6605529785156,300.9664306640625,362.63531494140625,189.56314086914062,171.61782836914062,62.48080062866211,149.33370971679688,492.1703796386719
2021-02-09,144.25401306152344,27.69927978515625,61.61515808105469,87.74586486816406,191.41851806640625,49.58290100097656,55.911338806152344,202.17723083496094,102.24899291992188,230.5476531982422,259.7833251953125,205.82933044433594,483.2799072265625,305.875244140625,366.7088623046875,194.10789489746094,168.24185180664062,62.91740417480469,148.7169647216797,487.9736328125
2021-02-10,144.7225341796875,27.5170955657959,61.49197769165039,86.62199401855469,193.9617919921875,49.782039642333984,55.903018951416016,203.7235870361328,101.86734008789062,231.385498046875,262.6966552734375,206.2548370361328,478.9144287109375,309.37347412109375,362.3093566894531,194.27346801757812,167.63766479492188,63.208518981933594,149.82901000976562,488.5106506347656
2021-02-11,144.0718231201172,27.271547317504883,61.36881637573242,86.37223815917969,193.04696655273438,49.77374267578125,55.595638275146484,202.29483032226562,102.97760009765625,233.58482360839844,266.27667236328125,209.00790405273438,487.9715576171875,309.0672607421875,365.3670349121094,191.78033447265625,168.36654663085938,63.011592864990234,151.576416015625,487.83441162109375
2021-02-12,144.52291870117188,27.501256942749023,61.58231735229492,86.94667053222656,197.53529357910156,49.77374267578125,55.57072067260742,204.1625213623047,103.86234283447266,236.2601776123047,269.2699890136719,213.5587615966797,501.5819396972656,304.5852966308594,364.83984375,190.37274169921875,166.41001892089844,63.53383255004883,150.80079650878906,482.9415588378906
2021-02-15,,,,,,,,,,,,,,,,,,,,
2021-02-16,143.212890625,27.477493286132812,60.966487884521484,86.74687194824219,196.0773468017578,49.28421401977539,53.83439636230469,200.40130615234375,103.81033325195312,235.9840545654297,263.98333740234375,210.40618896484375,493.9273681640625,301.2261962890625,359.57769775390625,187.00559997558594,166.8799591064453,60.38324737548828,149.8570098876953,478.0586242675781
2021-02-17,143.72479248046875,27.635906219482422,62.02568435668945,88.48680877685547,196.74440002441406,50.27155685424805,54.08362579345703,202.785400390625,102.49187469482422,234.75588989257812,260.0199890136719,208.35658264160156,492.3272399902344,303.3048095703125,361.849365234375,191.37554931640625,169.2201690673828,62.2496337890625,148.18435668945312,479.02325439453125
2021-02-18,143.79420471191406,27.374521255493164,61.918941497802734,88.29533386230469,191.65570068359375,50.628318786621094,54.191627502441406,200.13453674316406,100.08916473388672,233.41343688964844,255.8433380126953,206.17666625976562,482.7861022949219,304.7430725097656,362.6257019042969,189.19515991210938,167.4650421142578,61.2308235168457,146.53036499023438,474.3988952636719
