Date,AMZN,TSLA,HD,LOW,MCD,SBUX,NKE,TGT,BKNG,MAR,HLT,MGM,ROST,TJX,GM,F,ULTA,ORLY,AZO,PVH,TPR,CCL,RCL,EBAY,LULU
2020-01-21,94.5999984741211,36.47999954223633,202.78741455078125,108.86801147460938,184.89356994628906,81.00566864013672,97.08456420898438,97.29119110107422,1962.2705078125,138.6745147705078,109.0829086303711,32.12021255493164,111.31731414794922,57.63650131225586,33.419185638427734,6.871241569519043,272.010009765625,29.373332977294922,1155.0,97.89425659179688,24.788253784179688,50.10520553588867,126.61849975585938,32.26961898803711,242.52000427246094
2020-01-22,94.37300109863281,37.97066879272461,202.7438507080078,109.75025177001953,185.1387176513672,81.00566864013672,97.00102233886719,97.1717529296875,1972.33544921875,138.43438720703125,109.3096923828125,31.68388557434082,110.94879150390625,57.75676345825195,33.3427734375,6.833938121795654,273.9700012207031,29.047332763671875,1157.3299560546875,97.21036529541016,24.167675018310547,49.3045539855957,126.08149719238281,32.42319869995117,244.3000030517578
2020-01-23,94.22899627685547,38.14666748046875,203.396728515625,110.470458984375,186.87245178222656,82.0737075805664,95.63639068603516,98.56237030029297,1964.8631591796875,139.24119567871094,109.41814422607422,32.05081558227539,111.70475006103516,57.77527618408203,33.31412124633789,6.819018840789795,272.20001220703125,29.06999969482422,1166.0,96.03092956542969,24.4211483001709,48.879512786865234,126.53062438964844,32.170257568359375,243.05999755859375
2020-01-24,93.08200073242188,37.654666900634766,201.96043395996094,108.23782348632812,184.96363830566406,80.56796264648438,94.71734619140625,97.53006744384766,1935.0531005859375,135.45663452148438,106.98248291015625,31.307052612304688,109.38960266113281,56.60959243774414,32.769710540771484,6.714569568634033,272.9800109863281,28.718000411987305,1140.22998046875,94.10811614990234,23.853015899658203,46.971778869628906,123.52335357666016,31.944395065307617,240.35000610351562
2020-01-27,91.41699981689453,37.201332092285156,201.2552947998047,107.81468963623047,183.29995727539062,77.67893981933594,93.05561828613281,98.77562713623047,1881.7518310546875,132.55581665039062,103.4818115234375,30.097209930419922,108.52967071533203,56.36906051635742,31.910118103027344,6.63250207901001,273.70001220703125,28.45400047302246,1114.489990234375,90.60943603515625,22.93525505065918,44.74773406982422,114.14999389648438,32.05280303955078,236.74000549316406
2020-01-28,92.6624984741211,37.793331146240234,203.57958984375,109.06607055664062,184.21932983398438,77.56515502929688,93.21347045898438,98.485595703125,1890.190185546875,135.67758178710938,106.3612289428711,30.712051391601562,108.18002319335938,56.71135711669922,32.12980270385742,6.6921868324279785,273.8699951171875,28.53733253479004,1107.5799560546875,89.40023803710938,23.07509994506836,45.96354675292969,117.58688354492188,32.7122917175293,239.35000610351562
2020-01-29,92.9000015258789,38.732666015625,203.7188720703125,108.40888214111328,187.76556396484375,75.91927337646484,92.6843032836914,97.48741149902344,1867.0240478515625,136.9839324951172,108.48136138916016,31.009553909301758,107.98158264160156,56.517066955566406,32.091583251953125,6.722536087036133,273.9800109863281,28.275333404541016,1096.510009765625,89.1128158569336,23.3897647857666,45.96354675292969,118.76831817626953,31.239744186401367,243.66000366210938
2020-01-30,93.53399658203125,42.72066879272461,202.64805603027344,107.7786865234375,189.28912353515625,75.14888763427734,91.1525650024414,97.82866668701172,1845.474853515625,137.6563262939453,107.5544204711914,31.03929901123047,107.89652252197266,55.97124099731445,31.833711624145508,6.707361221313477,274.489990234375,27.992000579833984,1086.5799560546875,90.589599609375,23.284875869750977,44.233734130859375,116.8741226196289,31.67337989807129,243.77000427246094
2020-01-31,100.43599700927734,43.371334075927734,198.5653839111328,104.64578247070312,187.35400390625,74.26470184326172,89.39801025390625,94.4758529663086,1804.5255126953125,134.53453063964844,106.30207824707031,30.801300048828125,106.01604461669922,54.62053680419922,31.891016006469727,6.6921868324279785,267.9100036621094,27.073333740234375,1057.9599609375,86.39710998535156,22.52444839477539,43.027809143066406,114.31597137451172,30.31826400756836,239.38999938964844
2020-02-03,100.20999908447266,52.0,201.55999755859375,105.49203491210938,188.41351318359375,75.2977066040039,92.15513610839844,95.98589324951172,1812.8851318359375,135.8984832763672,106.35136413574219,30.950050354003906,107.56580352783203,55.73070526123047,32.206199645996094,6.81358528137207,274.9599914550781,27.082000732421875,1050.449951171875,85.65375518798828,22.75170135498047,42.25680923461914,113.70083618164062,31.06809425354004,246.3699951171875
2020-02-04,102.4834976196289,59.137332916259766,204.57200622558594,107.44558715820312,187.92320251464844,77.37255859375,94.11392211914062,96.61721801757812,1838.002685546875,141.58497619628906,109.39842987060547,31.98139190673828,109.94710540771484,56.69285202026367,32.82701873779297,6.96533727645874,273.5199890136719,27.172666549682617,1050.2099609375,86.3772964477539,23.77434539794922,43.057464599609375,115.2142562866211,33.79637145996094,247.99000549316406
2020-02-05,101.99349975585938,48.97999954223633,207.279296875,109.94831085205078,187.70428466796875,77.0119400024414,93.33412170410156,98.56237030029297,1911.7196044921875,141.8827362060547,111.68619537353516,32.10039520263672,112.20561218261719,57.56248474121094,33.45738983154297,6.3052239418029785,278.17999267578125,27.94733238220215,1073.25,89.20201873779297,24.81447410583496,43.63077163696289,115.4681167602539,33.54342269897461,243.89999389648438
2020-02-06,102.5114974975586,49.930667877197266,207.91477966308594,109.39014434814453,186.3908233642578,75.77177429199219,93.0834732055664,98.22965240478516,1933.0224609375,140.4514923095703,111.13398742675781,32.209468841552734,111.68586730957031,57.19242477416992,32.788822174072266,6.259698390960693,293.04998779296875,26.54199981689453,1062.31005859375,88.0919418334961,25.34764862060547,43.274925231933594,113.9156494140625,34.329376220703125,243.77999877929688
2020-02-07,103.96399688720703,49.871334075927734,206.57418823242188,109.36312103271484,185.28759765625,76.0092544555664,92.31295776367188,98.630615234375,1882.4417724609375,138.3863525390625,109.29983520507812,31.098800659179688,110.96768188476562,56.78535842895508,32.1202392578125,6.153472423553467,295.9599914550781,25.84600067138672,1058.9100341796875,85.68348693847656,24.447372436523438,41.71315383911133,108.91653442382812,32.7032585144043,243.50999450683594
2020-02-10,106.69550323486328,51.41866683959961,209.45556640625,109.12007141113281,186.68856811523438,76.98553466796875,92.85139465332031,99.79939270019531,1859.818115234375,139.98086547851562,109.82245635986328,31.842552185058594,111.75202178955078,57.035160064697266,32.712398529052734,6.115536212921143,293.25,26.08733367919922,1053.719970703125,84.61305236816406,24.919361114501953,41.297996520996094,107.11019134521484,32.54063034057617,248.5399932861328
2020-02-11,107.54000091552734,51.62533187866211,210.3522186279297,110.75852966308594,188.89511108398438,76.96796417236328,92.85139465332031,99.55198669433594,1882.1558837890625,141.3832550048828,111.37066650390625,32.43755340576172,113.11275482177734,57.78451156616211,33.43828201293945,6.145885944366455,293.7799987792969,25.983999252319336,1051.219970703125,85.39606475830078,24.98054313659668,42.45450210571289,110.39087677001953,32.92007064819336,251.5800018310547
2020-02-12,108.0,51.15266799926758,210.30870056152344,112.55904388427734,190.40992736816406,77.90026092529297,95.6178207397461,100.7634506225586,1932.4901123046875,144.8316192626953,112.12008666992188,33.37964630126953,113.45294189453125,58.7688102722168,33.89674758911133,6.252110481262207,299.29998779296875,26.1646671295166,1063.5699462890625,89.09297943115234,25.75845718383789,43.55169677734375,114.46244049072266,33.561492919921875,253.94000244140625
2020-02-13,107.49349975585938,53.599998474121094,210.97898864746094,112.3249740600586,190.37484741210938,79.0964126586914,95.96129608154297,100.90846252441406,1932.075927734375,140.93177795410156,111.39036560058594,31.535133361816406,113.96322631835938,58.833805084228516,33.705718994140625,6.259698390960693,297.0899963378906,26.17333221435547,1066.550048828125,88.48839569091797,25.199064254760742,42.70161819458008,110.93766021728516,33.597625732421875,253.86000061035156
2020-02-14,106.74349975585938,53.33533477783203,213.30331420898438,112.91016387939453,190.08590698242188,78.52471160888672,96.11910247802734,99.50079345703125,1962.655029296875,139.18357849121094,111.65663146972656,31.257469177246094,115.07830810546875,58.85237503051758,33.19950485229492,6.145885944366455,294.57000732421875,26.05933380126953,1053.2099609375,88.57760620117188,25.531198501586914,42.10853576660156,110.488525390625,34.45586395263672,254.41000366210938
2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-18,107.78350067138672,57.22666549682617,212.35440063476562,110.93860626220703,189.26283264160156,78.48075103759766,94.68948364257812,101.09666442871094,1948.183837890625,139.22203063964844,110.37469482421875,31.753307342529297,115.74921417236328,58.92665481567383,32.86522674560547,6.115536212921143,298.7099914550781,26.39933204650879,1073.8499755859375,85.5843734741211,24.560997009277344,42.42484664916992,108.77983856201172,34.211936950683594,259.2300109863281
2020-02-19,108.51100158691406,61.16133117675781,212.09324645996094,111.1276626586914,188.80752563476562,79.2811050415039,95.11652374267578,100.71915435791016,1940.5045166015625,141.805908203125,111.10440826416016,31.822723388671875,116.17446899414062,59.25165939331055,33.35232925415039,6.070010662078857,296.8599853515625,26.143333435058594,1066.7900390625,85.36632537841797,24.508554458618164,42.84000015258789,108.38927459716797,33.90478515625,262.510009765625
2020-02-20,107.65499877929688,59.96066665649414,215.03562927246094,113.94544219970703,188.3259735107422,77.9266357421875,95.18151092529297,101.46559143066406,1942.8902587890625,141.0470733642578,110.4437026977539,32.07063293457031,116.99657440185547,59.3073616027832,33.705718994140625,6.0927734375,301.3399963378906,26.345333099365234,1082.52001953125,86.10968780517578,25.181577682495117,42.5,107.20783996582031,34.0493278503418,263.67999267578125
2020-02-21,104.79850006103516,60.06666564941406,213.57315063476562,112.81111907958984,189.01768493652344,76.83602142333984,93.06491088867188,100.39310455322266,1901.2999267578125,137.5890655517578,108.04747772216797,31.128551483154297,116.45795440673828,58.78738021850586,33.09444808959961,5.986547470092773,299.3999938964844,26.100000381469727,1068.030029296875,83.91928100585938,24.464853286743164,41.689998626708984,103.60494995117188,34.510074615478516,255.89999389648438
2020-02-24,100.4645004272461,55.58599853515625,208.6633758544922,110.6504898071289,186.9599609375,74.338134765625,89.03597259521484,97.6218032836914,1767.055908203125,129.5108642578125,102.5745849609375,29.452625274658203,114.92710876464844,57.33881759643555,31.604480743408203,5.743748188018799,285.57000732421875,25.851333618164062,1056.6400146484375,80.50978088378906,22.332155227661133,37.7599983215332,94.3292236328125,33.66086196899414,246.2100067138672
2020-02-25,98.63700103759766,53.32733154296875,206.643798828125,106.6983642578125,185.71665954589844,72.28885650634766,86.24169921875,95.85435485839844,1702.03369140625,119.1849594116211,97.50601196289062,27.65770149230957,110.32511138916016,55.45383071899414,30.324642181396484,5.485772132873535,277.989990234375,25.156667709350586,1032.68994140625,76.27762603759766,21.28328514099121,35.84000015258789,87.43590545654297,32.93813705444336,238.80999755859375
2020-02-26,98.97949981689453,51.91999816894531,204.81570434570312,101.99906158447266,183.96542358398438,70.95194244384766,85.40618896484375,94.94487762451172,1654.3414306640625,115.44843292236328,96.53964233398438,26.487531661987305,112.64026641845703,59.41879653930664,30.56341552734375,5.470596790313721,272.760009765625,25.179332733154297,1014.0599975585938,73.3835220336914,20.557817459106445,33.13999938964844,80.3961181640625,33.14592361450195,238.55999755859375
2020-02-27,94.21499633789062,45.266666412353516,195.6317596435547,96.88558959960938,175.99737548828125,68.858642578125,82.20347595214844,90.62062072753906,1636.2523193359375,115.38089752197266,94.64342498779297,25.30743980407715,105.7798080444336,55.825252532958984,29.331323623657227,5.288496971130371,265.3800048828125,24.697999954223633,1004.97998046875,72.41221618652344,20.059602737426758,31.850000381469727,75.18218231201172,31.655309677124023,220.6999969482422
2020-02-28,94.1875,44.53266525268555,189.6338653564453,95.94031524658203,171.08090209960938,68.9817886352539,83.20418548583984,88.3727035522461,1671.5533447265625,119.585693359375,95.99642944335938,24.355440139770508,102.79370880126953,55.528114318847656,29.13075828552246,5.280908584594727,257.0899963378906,24.58133316040039,1032.510009765625,73.4529037475586,20.49663543701172,33.459999084472656,78.51168060302734,31.437498092651367,217.41000366210938
2020-03-02,97.69750213623047,49.574668884277344,200.16714477539062,99.96444702148438,178.4644775390625,72.4559326171875,86.27616882324219,93.57209777832031,1704.3995361328125,118.58271789550781,95.26561737060547,24.841352462768555,105.81759643554688,57.747371673583984,30.00945472717285,5.463008880615234,260.989990234375,25.22599983215332,1046.8900146484375,73.92863464355469,20.70640754699707,33.060001373291016,78.65813446044922,32.635467529296875,228.89999389648438
2020-03-03,95.44950103759766,49.70066833496094,198.42608642578125,97.73181915283203,175.78591918945312,69.13131713867188,84.64708709716797,90.80937194824219,1659.0928955078125,110.21171569824219,92.17436981201172,23.10593032836914,103.20951080322266,56.280250549316406,29.149860382080078,5.288496971130371,256.70001220703125,24.277999877929688,1024.7099609375,71.29224395751953,20.41796875,31.829999923706055,76.3440933227539,33.3251953125,227.1300048828125
2020-03-04,98.79149627685547,49.96666717529297,209.86473083496094,101.99004364013672,182.40289306640625,70.0724105834961,87.30947875976562,92.5081787109375,1707.5050048828125,114.1175537109375,97.17172241210938,23.10593032836914,103.53076934814453,57.82167053222656,30.114519119262695,5.371958255767822,268.8399963378906,25.14666748046875,1058.239990234375,73.1357421875,21.265806198120117,32.459999084472656,77.48646545410156,34.931549072265625,231.6199951171875
2020-03-05,96.20149993896484,48.30266571044922,204.40658569335938,96.79556274414062,174.73741149902344,67.01163482666016,84.3212890625,90.92093658447266,1624.018798828125,106.2962646484375,90.36701965332031,20.428421020507812,96.09387969970703,55.314544677734375,29.099422454833984,5.113983631134033,257.1400146484375,24.088666915893555,1029.8699951171875,69.22077178955078,19.69515037536621,27.8700008392334,64.8646011352539,33.77896499633789,221.19000244140625
2020-03-06,95.05449676513672,46.89866638183594,198.92230224609375,94.80599975585938,175.2132110595703,66.26402282714844,82.25464630126953,90.90375518798828,1589.17138671875,106.72058868408203,89.33002471923828,20.22016716003418,96.86874389648438,54.37669372558594,27.736289978027344,4.924295902252197,256.5799865722656,24.538667678833008,1060.31005859375,68.56659698486328,19.234243392944336,27.149999618530273,64.10530853271484,33.02570343017578,218.5500030517578
2020-03-09,90.03050231933594,40.53333282470703,183.20944213867188,84.82215881347656,164.64015197753906,62.29733657836914,78.29833221435547,89.25643157958984,1506.0797119140625,100.48092651367188,85.11290740966797,17.862478256225586,89.59249114990234,53.11384582519531,23.86925506591797,4.476633548736572,235.6999969482422,24.908666610717773,1113.68994140625,60.95469665527344,16.33580780029297,21.739999771118164,47.5982666015625,32.23613739013672,199.77000427246094
2020-03-10,94.59100341796875,43.02199935913086,196.4761199951172,93.6446533203125,176.0942840576172,65.85066223144531,82.19881439208984,92.94579315185547,1536.8360595703125,106.06478881835938,89.2016372680664,20.769630432128906,96.24506378173828,53.8288459777832,26.21848487854004,4.749783515930176,239.05999755859375,26.23466682434082,1148.300048828125,63.02618408203125,16.98286247253418,24.020000457763672,50.950950622558594,32.70806121826172,204.1199951171875
2020-03-11,91.04299926757812,42.28200149536133,186.5646514892578,89.26042938232422,165.86489868164062,60.07211685180664,78.1958999633789,90.58631134033203,1421.9925537109375,96.5461654663086,80.0859146118164,18.062284469604492,93.13612365722656,51.63743209838867,25.135711669921875,4.476633548736572,221.2100067138672,24.956666946411133,1089.030029296875,56.127891540527344,15.573531150817871,21.75,43.752540588378906,31.60993003845215,193.74000549316406
2020-03-12,83.83049774169922,37.369998931884766,167.0222625732422,80.9510498046875,149.89956665039062,54.619014739990234,69.07307434082031,79.46680450439453,1262.197021484375,90.37399291992188,75.77002716064453,15.245047569274902,86.32289123535156,45.83390808105469,22.274106979370117,4.059319496154785,198.5399932861328,22.019332885742188,978.1900024414062,43.85765838623047,13.304422378540039,14.970000267028809,29.848758697509766,29.976335525512695,169.1300048828125
2020-03-13,89.25,36.44133377075195,180.23753356933594,86.8657455444336,156.06712341308594,61.496978759765625,70.35772705078125,86.67388916015625,1401.123291015625,92.20636749267578,77.6563720703125,15.424870491027832,87.7214584350586,47.88603210449219,23.888593673706055,4.271770000457764,207.05999755859375,23.6200008392334,1012.72998046875,49.8936653137207,14.385795593261719,17.579999923706055,31.880088806152344,30.847579956054688,176.75
2020-03-16,84.4574966430664,29.67133331298828,144.56158447265625,65.34960174560547,131.2909393310547,51.531856536865234,62.17505645751953,80.47064208984375,1271.335205078125,83.34352111816406,68.6789321899414,10.23995590209961,70.07669067382812,38.11753463745117,20.30191993713379,3.801344156265259,161.5399932861328,19.976667404174805,851.3300170898438,40.38869094848633,10.175533294677734,14.569999694824219,29.52334976196289,29.259376525878906,138.97999572753906
2020-03-17,90.39199829101562,28.68000030517578,152.16822814941406,66.42992401123047,130.06626892089844,51.874874114990234,65.01432037353516,88.91324615478516,1348.8077392578125,72.5615005493164,64.02725982666016,9.540644645690918,65.93446350097656,39.47325134277344,19.64452362060547,3.801344156265259,154.60000610351562,21.836000442504883,913.9199829101562,37.098121643066406,11.691228866577148,12.710000038146973,27.27507972717285,30.20322036743164,144.8800048828125
2020-03-18,91.5,24.08133316040039,136.38531494140625,58.534664154052734,120.97342681884766,49.54410171508789,63.33871078491211,88.21826934814453,1216.210205078125,61.538421630859375,55.97817611694336,7.133004188537598,56.844295501708984,37.931827545166016,16.24153709411621,3.4143807888031006,128.52000427246094,19.58133316040039,808.5,32.95518493652344,11.841910362243652,9.300000190734863,22.01925277709961,28.406282424926758,140.36000061035156
2020-03-19,94.04650115966797,28.50933265686035,141.20521545410156,62.90092086791992,131.72271728515625,54.01213455200195,65.47977447509766,86.22772979736328,1174.541015625,64.42198181152344,57.311458587646484,7.692455768585205,61.612125396728516,38.6746826171875,17.121286392211914,3.391617774963379,146.99000549316406,19.368667602539062,827.2899780273438,33.637874603271484,11.265769958496094,10.0,22.09813690185547,26.863449096679688,154.86000061035156
2020-03-20,92.30449676513672,28.50200080871582,133.3356170654297,59.74101257324219,130.83279418945312,51.039306640625,62.78945541381836,83.5679931640625,1160.6907958984375,71.92501068115234,60.837257385253906,9.101073265075684,60.569454193115234,34.7004280090332,17.5369930267334,3.2853939533233643,148.05999755859375,17.584667205810547,728.1300048828125,31.325885772705078,10.67190170288086,12.0,23.478654861450195,25.030195236206055,165.00999450683594
2020-03-23,95.1415023803711,28.952667236328125,142.30935668945312,61.03738784790039,120.7972183227539,49.737606048583984,58.46076202392578,82.95881652832031,1135.8587646484375,67.63343048095703,62.545833587646484,9.141034126281738,59.64054489135742,34.134002685546875,17.014944076538086,3.042593240737915,143.24000549316406,17.39466667175293,723.219970703125,28.825374603271484,9.377801895141602,12.0,27.797704696655273,23.904836654663086,172.3000030517578
2020-03-24,97.00499725341797,33.66666793823242,161.8780975341797,69.5898208618164,142.6922149658203,57.064109802246094,67.3322982788086,86.27921295166016,1241.5643310546875,76.32267761230469,68.53079223632812,12.168065071105957,67.84917449951172,38.10825729370117,20.408262252807617,3.7558188438415527,177.58999633789062,18.475332260131836,808.4299926757812,35.2453498840332,12.161005973815918,13.680000305175781,33.99031066894531,25.11187744140625,192.74000549316406
2020-03-25,94.29199981689453,35.95000076293945,159.28414916992188,75.36947631835938,143.5997314453125,57.88207244873047,73.55072784423828,78.11116027832031,1346.4320068359375,82.21516418457031,71.35538482666016,12.937311172485352,77.05306243896484,40.93109130859375,20.7756290435791,4.089669704437256,191.8800048828125,19.92799949645996,844.4299926757812,37.17033767700195,13.206920623779297,15.550000190734863,41.81981658935547,25.74716567993164,193.6199951171875
2020-03-26,97.77449798583984,35.21066665649414,171.07098388671875,79.32158660888672,147.45010375976562,61.47937774658203,78.4751968383789,82.4268569946289,1386.01123046875,79.86202239990234,72.29361724853516,13.436823844909668,81.13844299316406,44.5339241027832,21.810062408447266,3.9834442138671875,188.8300018310547,21.78266716003418,884.989990234375,38.72820281982422,13.437378883361816,17.81999969482422,40.04486846923828,27.37167739868164,200.8000030517578
2020-03-27,95.00499725341797,34.29066848754883,166.98721313476562,78.3042984008789,144.5072784423828,58.34822463989258,77.4791488647461,81.28572082519531,1237.305908203125,76.04299926757812,68.29378509521484,12.178056716918945,78.2474136352539,43.456787109375,20.669286727905273,3.9379193782806396,174.4499969482422,20.89533233642578,851.6300048828125,37.7061653137207,12.329414367675781,14.40999984741211,34.01988983154297,27.38982582092285,188.83999633789062
2020-03-30,98.19750213623047,33.47533416748047,171.85089111328125,79.86174774169922,148.1373748779297,59.68513488769531,79.48055267333984,82.37535858154297,1289.6312255859375,73.44876861572266,67.82958221435547,11.518702507019043,80.44648742675781,44.15320587158203,20.61128044128418,3.816519260406494,179.7100067138672,21.21266746520996,873.989990234375,37.924461364746094,11.708956718444824,12.800000190734863,29.355714797973633,28.306455612182617,193.94000244140625
2020-03-31,97.48600006103516,34.93333435058594,163.6219940185547,77.4670639038086,145.68795776367188,57.82051467895508,77.02298736572266,79.76707458496094,1326.19384765625,72.14681243896484,67.3950424194336,11.78843879699707,82.43702697753906,44.39463806152344,20.089235305786133,3.6647682189941406,175.6999969482422,20.06999969482422,846.0,37.348941802978516,11.478500366210938,13.170000076293945,31.722314834594727,27.280921936035156,189.5500030517578
2020-04-01,95.38500213623047,32.104000091552734,156.5412139892578,72.39862060546875,139.3617401123047,55.07637405395508,73.75552368164062,81.74047088623047,1253.551513671875,66.68831634521484,62.259422302246094,11.758469581604004,76.86348724365234,41.4325065612793,18.619762420654297,3.338505983352661,161.5,19.149999618530273,776.8599853515625,32.377685546875,9.812122344970703,8.800000190734863,25.4113826751709,26.119258880615234,183.5
2020-04-02,95.94149780273438,30.29800033569336,158.88978576660156,74.59522247314453,142.2957305908203,57.16966247558594,74.6026382446289,80.95967864990234,1242.0869140625,60.75724792480469,57.14356231689453,11.498723030090332,75.26158905029297,40.661800384521484,17.585329055786133,3.3081557750701904,161.35000610351562,20.232667922973633,794.6500244140625,31.623563766479492,9.758940696716309,7.96999979019165,24.474599838256836,26.491352081298828,185.49000549316406
2020-04-03,95.32949829101562,32.000667572021484,156.60250854492188,74.00106811523438,141.26487731933594,55.45457077026367,73.41106414794922,79.42391204833984,1213.183837890625,56.976802825927734,55.247337341308594,10.569634437561035,70.85395050048828,38.03396987915039,17.440322875976562,3.217104911804199,156.74000549316406,19.691999435424805,790.5599975585938,30.750370025634766,9.829851150512695,8.489999771118164,24.050582885742188,26.691009521484375,181.25
2020-04-06,99.87950134277344,34.41600036621094,167.6707305908203,79.9157485961914,155.9878692626953,59.623565673828125,78.78238677978516,83.66234588623047,1337.392578125,68.07706451416016,63.010013580322266,12.897350311279297,82.63610076904297,42.81607437133789,18.90011978149414,3.437143325805664,188.67999267578125,22.228666305541992,875.0999755859375,39.40294647216797,11.558271408081055,10.210000038146973,29.19794464111328,28.29737091064453,194.9499969482422
