Date,PLD,AMT,CCI,SPG,O,PSA,WELL,EQIX
2020-02-27,74.01902770996094,199.3129425048828,115.49644470214844,92.47920989990234,52.8331413269043,165.8595428466797,63.73762512207031,536.7089233398438
2020-02-28,71.9447021484375,194.0677032470703,111.51943969726562,90.47967529296875,52.63898849487305,164.14059448242188,63.096717834472656,514.530517578125
2020-03-02,75.35071563720703,206.0043487548828,121.59814453125,93.52312469482422,54.52958297729492,172.09176635742188,63.4677619934082,555.9230346679688
2020-03-03,76.3067855834961,207.63015747070312,123.0691146850586,90.03121948242188,54.24602127075195,170.8908233642578,64.94356536865234,552.5812377929688
2020-03-04,80.55791473388672,215.33984375,127.29515075683594,90.78103637695312,56.827423095703125,177.45269775390625,67.16991424560547,579.8259887695312
2020-03-05,76.57997131347656,211.30104064941406,126.26781463623047,88.1419677734375,56.449310302734375,179.79173278808594,64.23517608642578,553.9376831054688
2020-03-06,73.31051635742188,210.7705078125,125.16268157958984,87.5244369506836,55.7366828918457,179.69749450683594,62.371456146240234,546.7515258789062
2020-03-09,66.38750457763672,198.3974151611328,116.95960235595703,75.74767303466797,53.31524658203125,175.4747314453125,54.714168548583984,515.662353515625
2020-03-10,69.02525329589844,208.67413330078125,124.01859283447266,81.9227523803711,55.69308090209961,180.44322204589844,54.48647689819336,548.1978149414062
2020-03-11,62.90465545654297,199.2873077392578,119.73808288574219,74.61558532714844,53.48976135253906,173.0258026123047,47.63877487182617,537.885498046875
2020-03-12,59.908382415771484,186.39224243164062,111.78429412841797,61.37590026855469,49.25769805908203,158.16738891601562,38.750247955322266,507.6407165527344
2020-03-13,66.98377990722656,204.49835205078125,121.6519775390625,65.99252319335938,52.297218322753906,167.54595947265625,43.24510955810547,557.9081420898438
2020-03-16,55.415260314941406,173.48861694335938,106.53668975830078,48.3641357421875,39.259273529052734,148.22593688964844,32.69525909423828,487.2500305175781
2020-03-17,60.84660339355469,194.69232177734375,115.20428466796875,43.269683837890625,40.08096694946289,157.25570678710938,32.57719039916992,516.6683959960938
2020-03-18,58.3590202331543,185.80181884765625,108.48980712890625,33.02199172973633,30.90420913696289,150.59637451171875,28.014877319335938,513.9376220703125
2020-03-19,55.010704040527344,178.83660888671875,102.55978393554688,40.976078033447266,34.96177673339844,148.72543334960938,34.50837326049805,494.04998779296875
2020-03-20,54.07249069213867,167.1908721923828,100.44976806640625,35.389095306396484,34.48186111450195,135.7397003173828,35.773353576660156,454.9930725097656
2020-03-23,54.545894622802734,153.2432403564453,91.75865173339844,36.87406539916992,31.515033721923828,127.32829284667969,36.67570495605469,439.38104248046875
2020-03-24,60.72610092163086,162.80975341796875,97.03763580322266,40.23359680175781,36.84510040283203,133.7022247314453,38.2611198425293,490.3579406738281
2020-03-25,62.13774108886719,170.50228881835938,100.37134552001953,45.82793426513672,39.630123138427734,139.957275390625,38.92734909057617,497.5711669921875
2020-03-26,66.87187957763672,190.13153076171875,111.75291442871094,45.6515007019043,42.43694305419922,148.86019897460938,42.51143264770508,527.8069458007812
2020-03-27,68.14578247070312,186.94842529296875,107.37598419189453,42.76244354248047,41.375308990478516,151.83311462402344,41.91267395019531,533.8165283203125
2020-03-30,71.33916473388672,197.30213928222656,116.13768768310547,41.36570739746094,38.63392639160156,159.84811401367188,39.78751754760742,579.26904296875
2020-03-31,69.1787109375,186.32379150390625,113.26677703857422,40.32917022705078,36.41583251953125,157.4539031982422,38.60689163208008,561.0339965820312
2020-04-01,63.058738708496094,177.09957885742188,107.92508697509766,34.58046340942383,33.93989944458008,155.8762969970703,34.23851776123047,534.8853759765625
2020-04-02,64.99543762207031,188.8908233642578,114.81205749511719,32.35301971435547,33.319087982177734,152.90333557128906,32.71212387084961,562.4534912109375
2020-04-03,63.3427848815918,190.6449432373047,114.22377014160156,34.34522247314453,31.843751907348633,153.8626251220703,31.421855926513672,561.1419067382812
2020-04-06,69.0582046508789,201.2382354736328,116.67892456054688,39.741065979003906,34.18821334838867,161.51292419433594,35.849246978759766,585.8712158203125
2020-04-07,69.67792510986328,194.89768981933594,114.94540405273438,44.7546501159668,36.028724670410156,156.3836669921875,37.4431037902832,560.1807861328125
2020-04-08,74.17967987060547,213.27761840820312,123.43257141113281,46.2469596862793,38.80410385131836,157.81857299804688,43.50654220581055,596.6865234375
2020-04-09,78.95686340332031,222.1339111328125,128.75076293945312,50.11372756958008,41.396873474121094,165.36581420898438,47.731536865234375,617.0592651367188
2020-04-10,,,,,,,,
2020-04-13,74.37763214111328,214.60682678222656,123.18942260742188,48.00392150878906,39.10355758666992,159.68954467773438,44.257076263427734,590.3356323242188
2020-04-14,76.73611450195312,219.19529724121094,130.03721618652344,49.80497360229492,41.12664031982422,162.41665649414062,44.990760803222656,618.8109741210938
2020-04-15,74.48954010009766,212.6563720703125,127.4329605102539,45.00459289550781,37.61360168457031,154.82981872558594,40.926002502441406,606.8101196289062
2020-04-16,75.91838073730469,216.342529296875,126.91527557373047,39.035343170166016,36.379295349121094,153.76748657226562,39.8381233215332,613.2866821289062
2020-04-17,77.65709686279297,218.30162048339844,131.03338623046875,41.255435943603516,38.24903106689453,155.76528930664062,41.40668869018555,624.2545776367188
2020-04-20,76.17662811279297,213.67886352539062,127.40161895751953,39.57199478149414,37.15348434448242,153.26010131835938,38.269561767578125,602.516357421875
2020-04-21,76.60698699951172,207.9390411376953,125.2445297241211,39.37350082397461,36.408512115478516,151.34158325195312,36.87809371948242,603.81884765625
2020-04-22,75.63434600830078,217.37362670898438,127.98992919921875,38.56486129760742,36.64951705932617,153.0143280029297,37.3503532409668,615.1279907226562
2020-04-23,74.67030334472656,213.61009216308594,125.93478393554688,39.07209777832031,36.02142333984375,148.64614868164062,36.35523223876953,615.7569580078125
2020-04-24,76.64141845703125,210.1816864013672,126.76626586914062,37.85178756713867,36.459632873535156,148.43209838867188,37.156394958496094,615.406494140625
2020-04-27,79.0515365600586,215.00213623046875,128.4840850830078,42.042015075683594,37.474822998046875,152.97470092773438,38.741817474365234,630.5873413085938
2020-04-28,77.11483764648438,209.25367736816406,126.49170684814453,46.55571365356445,38.8479118347168,151.42880249023438,41.37295913696289,614.2029418945312
2020-04-29,77.60547637939453,203.4794921875,121.92654418945312,50.576866149902344,40.3670768737793,148.0277557373047,44.30768966674805,610.214599609375
2020-04-30,76.80496978759766,204.5020294189453,125.05626678466797,49.08454513549805,40.281246185302734,147.02093505859375,43.20294189453125,606.5137329101562
2020-05-01,74.75637817382812,201.23687744140625,122.68739318847656,46.460147857666016,37.98554611206055,146.1568145751953,39.91402816772461,602.606201171875
2020-05-04,74.99737548828125,203.3249053955078,123.72283172607422,46.32046890258789,37.120059967041016,143.5644073486328,40.748905181884766,607.205322265625
2020-05-05,75.5224609375,206.44395446777344,124.46798706054688,44.51205825805664,38.17622756958008,142.25631713867188,40.647705078125,616.5652465820312
2020-05-06,74.83384704589844,203.86618041992188,121.57356262207031,40.976078033447266,38.49163818359375,139.6005096435547,38.21895980834961,614.589111328125
2020-05-07,75.80648803710938,202.13909912109375,121.33824920654297,41.902347564697266,39.90719223022461,145.48294067382812,35.41916275024414,606.6393432617188
2020-05-08,77.4419174194336,204.8113555908203,123.69928741455078,42.65217590332031,40.23725128173828,150.8976287841797,37.56960678100586,609.1724853515625
2020-05-11,76.50369262695312,204.6996612548828,125.33866119384766,40.49089813232422,39.62113952636719,148.19424438476562,35.46975326538086,609.02880859375
2020-05-12,72.49259185791016,199.08013916015625,120.96958923339844,40.09394454956055,37.89752197265625,141.48733520507812,33.538570404052734,596.138671875
2020-05-13,71.30476379394531,198.6161651611328,120.16168212890625,37.616539001464844,36.83403015136719,140.00485229492188,32.012176513671875,609.74755859375
2020-05-14,72.3720703125,197.30148315429688,119.25956726074219,37.89588928222656,36.95137405395508,141.90753173828125,34.01925277709961,592.1951904296875
2020-05-15,71.68347930908203,197.2671661376953,117.76924896240234,37.72681427001953,36.665321350097656,139.50540161132812,34.280696868896484,591.65625
2020-05-18,74.7391586303711,202.80934143066406,122.67957305908203,41.836177825927734,38.92436599731445,145.36402893066406,38.6385383605957,594.9976806640625
2020-05-19,72.8885498046875,197.60223388671875,119.66746520996094,41.8067741394043,38.57231521606445,145.5384521484375,38.698482513427734,586.3486938476562
2020-05-20,74.98878479003906,197.748291015625,119.51058197021484,40.924625396728516,37.72883605957031,145.80796813964844,39.169368743896484,591.1737670898438
2020-05-21,74.36903381347656,196.04698181152344,118.31048583984375,41.16721725463867,37.956199645996094,144.89630126953125,39.74298858642578,581.1807861328125
2020-05-22,75.35888671875,208.3085479736328,122.52268981933594,40.13068771362305,38.249576568603516,147.82958984375,40.941619873046875,604.287353515625
2020-05-25,,,,,,,,
2020-05-26,77.48493957519531,209.5973663330078,125.1817626953125,43.5563850402832,40.699317932128906,152.5941619873047,43.76695251464844,593.4556274414062
2020-05-27,78.98267364501953,216.54017639160156,127.90363311767578,46.452789306640625,40.62596893310547,156.1537322998047,44.42619323730469,609.2657470703125
2020-05-28,80.09304809570312,221.79017639160156,132.398193359375,43.923954010009766,40.85335159301758,159.4993133544922,43.95530319213867,625.3284912109375
2020-05-29,78.7588882446289,221.83319091796875,135.04159545898438,42.41693115234375,40.73770523071289,160.72811889648438,43.38167190551758,629.1885986328125
2020-06-01,80.65253448486328,227.10897827148438,136.30453491210938,45.28394317626953,41.66573715209961,162.33746337890625,45.43646240234375,640.498291015625
2020-06-02,82.16744232177734,226.49029541015625,136.91635131835938,46.6439208984375,42.129756927490234,164.6920166015625,46.90049362182617,628.3406982421875
2020-06-03,83.7684555053711,229.75546264648438,136.9241943359375,53.576194763183594,44.309913635253906,164.86642456054688,50.48781204223633,621.396240234375
2020-06-04,80.35125732421875,223.16500854492188,131.5040283203125,56.40644836425781,44.27307891845703,159.063232421875,50.26520919799805,599.922119140625
2020-06-05,82.38264465332031,227.60733032226562,132.24920654296875,65.1324234008789,45.81979751586914,163.60586547851562,52.7395133972168,607.4259033203125
2020-06-08,84.15579986572266,229.3172149658203,135.56719970703125,70.2048110961914,47.26339340209961,163.8516082763672,52.78232955932617,609.8970336914062
2020-06-09,83.77706146240234,228.35488891601562,136.7516326904297,63.56657791137695,46.29117202758789,167.56979370117188,51.027198791503906,623.4075317382812
2020-06-10,82.98517608642578,227.9939422607422,136.5554962158203,61.023048400878906,45.760868072509766,162.89239501953125,47.74810028076172,627.2946166992188
2020-06-11,78.25102233886719,216.11056518554688,126.94315338134766,52.870487213134766,42.6306037902832,155.32925415039062,43.95530319213867,595.8816528320312
2020-06-12,81.30670166015625,221.75579833984375,129.8260955810547,55.85507583618164,44.50876235961914,157.36367797851562,47.294334411621094,610.2577514648438
2020-06-15,81.74840545654297,225.54513549804688,132.3535614013672,54.68623352050781,46.08494567871094,159.54229736328125,48.047752380371094,626.3927612304688
2020-06-16,83.92222595214844,227.51283264160156,133.94903564453125,55.516937255859375,46.519493103027344,159.2779541015625,49.3491096496582,628.8009033203125
2020-06-17,83.74903106689453,226.8168182373047,133.8384552001953,52.686676025390625,46.44584655761719,158.3969268798828,47.9621467590332,629.5221557617188
2020-06-18,82.35464477539062,222.2696075439453,130.5211181640625,52.164737701416016,46.68888854980469,157.20352172851562,47.782344818115234,628.178466796875
2020-06-19,79.56590270996094,229.17236328125,134.62831115722656,49.34185028076172,45.318946838378906,152.654052734375,43.664215087890625,641.6348876953125
2020-06-22,80.16349792480469,228.3095703125,131.38206481933594,50.39309310913086,45.25265121459961,152.3977813720703,43.98955535888672,628.7467041015625
2020-06-23,79.2021484375,228.2232666015625,130.7422637939453,51.55458450317383,45.12746047973633,150.77183532714844,44.07517623901367,626.5370483398438
2020-06-24,77.77314758300781,219.31866455078125,128.0331573486328,47.8642463684082,43.7943229675293,151.74102783203125,42.27722930908203,621.9734497070312
2020-06-25,79.219482421875,219.4739990234375,130.10252380371094,47.73927307128906,43.87535095214844,153.0065155029297,42.987850189208984,628.4760131835938
2020-06-26,77.79912567138672,212.67474365234375,127.42498779296875,45.504478454589844,43.02096939086914,151.60482788085938,42.58544921875,619.1864624023438
2020-06-29,78.95963287353516,218.99078369140625,128.19110107421875,50.08432388305664,44.0300178527832,153.0625762939453,43.886817932128906,621.3330688476562
2020-06-30,80.83036804199219,223.08067321777344,132.17979431152344,50.26810836791992,43.99602127075195,153.69528198242188,44.30632400512695,633.400390625
2020-07-01,82.40660095214844,228.99118041992188,135.76571655273438,51.31934356689453,45.171695709228516,159.5182342529297,45.924476623535156,656.7323608398438
2020-07-02,82.75303649902344,227.9730682373047,134.84156799316406,50.58421325683594,45.179080963134766,159.67843627929688,45.059757232666016,647.9298706054688
2020-07-03,,,,,,,,
2020-07-06,82.7616958618164,229.49163818359375,137.66921997070312,50.672428131103516,44.55795669555664,157.41172790527344,44.78578186035156,651.7719116210938
2020-07-07,82.12947082519531,229.49163818359375,135.4655303955078,48.467044830322266,43.3083381652832,155.75376892089844,42.76523971557617,650.3289794921875
2020-07-08,82.93492889404297,228.3958282470703,135.38656616210938,48.30531692504883,43.27876663208008,154.87274169921875,42.83372497558594,649.6796875
2020-07-09,83.63643646240234,229.17236328125,135.5760955810547,45.7629280090332,42.23616409301758,156.4826202392578,42.12312698364258,657.2014770507812
2020-07-10,82.12080383300781,228.09381103515625,135.45767211914062,47.98284149169922,42.14003372192383,155.729736328125,43.27893829345703,646.2886352539062
2020-07-13,81.0382308959961,220.82864379882812,131.832275390625,47.765342712402344,42.021728515625,154.49627685546875,42.825172424316406,632.3363037109375
2020-07-14,80.87364959716797,223.42581176757812,133.75950622558594,46.445396423339844,42.55412292480469,155.25718688964844,42.75667953491211,646.5771484375
2020-07-15,81.1854476928711,221.98486328125,132.69325256347656,49.94023513793945,43.35270690917969,154.42417907714844,43.698455810546875,643.8444213867188
2020-07-16,79.76508331298828,222.1660919189453,130.908203125,47.172874450683594,42.635440826416016,150.8839874267578,42.70531463623047,644.0337524414062
2020-07-17,82.57115173339844,223.57249450683594,133.4514617919922,46.79788589477539,43.323123931884766,154.02371215820312,43.65565490722656,653.178955078125
2020-07-20,82.04286193847656,224.79774475097656,134.39923095703125,45.312950134277344,42.42842102050781,150.411376953125,42.208740234375,660.04248046875
2020-07-21,84.81427764892578,223.65875244140625,132.32196044921875,45.7104377746582,42.287933349609375,149.65048217773438,42.36284637451172,654.7572631835938
2020-07-22,85.20401763916016,223.51211547851562,132.74058532714844,46.5203971862793,43.25657653808594,150.82789611816406,44.80290985107422,663.3613891601562
2020-07-23,85.65437316894531,222.52845764160156,131.71380615234375,46.3479118347168,42.4062385559082,149.79464721679688,44.468997955322266,664.41650390625
2020-07-24,86.52911376953125,221.17379760742188,131.66639709472656,45.425445556640625,42.4579963684082,148.465087890625,44.0238037109375,665.0479736328125
2020-07-27,88.13134765625,224.60789489746094,133.04075622558594,46.4679069519043,43.36009216308594,148.63323974609375,43.67277145385742,680.0283203125
2020-07-28,88.80687713623047,230.2078094482422,135.6787872314453,48.102821350097656,44.25479507446289,155.2811737060547,45.496395111083984,678.7026977539062
2020-07-29,91.95071411132812,234.0819854736328,137.32955932617188,49.190277099609375,44.82416534423828,157.66004943847656,46.82345199584961,694.458740234375
2020-07-30,91.1019515991211,226.48895263671875,134.43878173828125,47.71284103393555,44.77239990234375,158.35687255859375,46.67790222167969,701.6288452148438
2020-07-31,91.30115509033203,225.539794921875,134.43878173828125,46.760379791259766,44.57494354248047,160.09494018554688,45.855987548828125,708.4199829101562
2020-08-03,90.92008972167969,221.38951110839844,129.61282348632812,45.77043151855469,44.09988784790039,156.8590850830078,45.26523971557617,702.6839599609375
2020-08-04,91.44837951660156,224.48712158203125,131.01873779296875,47.2403678894043,45.918514251708984,161.29637145996094,45.62482833862305,715.5901489257812
2020-08-05,90.8508071899414,220.27645874023438,129.94456481933594,46.872886657714844,46.2822380065918,157.76414489746094,45.50496292114258,716.1400756835938
2020-08-06,90.83346557617188,220.46624755859375,129.43116760253906,45.89793395996094,46.12635803222656,157.05128479003906,48.29603958129883,714.3545532226562
2020-08-07,90.99803161621094,222.27821350097656,132.84326171875,46.64038848876953,46.5568962097168,159.59033203125,48.95527648925781,714.0296630859375
2020-08-10,89.83749389648438,218.654296875,131.2556610107422,49.100284576416016,46.363895416259766,162.18539428710938,49.177886962890625,705.9486694335938
2020-08-11,87.04874420166016,212.4331512451172,127.78829956054688,50.360225677490234,46.52720260620117,159.382080078125,48.48439407348633,683.789306640625
2020-08-12,89.10132598876953,216.8336639404297,130.48162841796875,50.87021255493164,46.76473617553711,158.89352416992188,48.724117279052734,697.1554565429688
2020-08-13,88.89347076416016,216.3418426513672,129.8181610107422,49.51276397705078,45.599327087402344,158.02847290039062,47.93645095825195,694.5669555664062
2020-08-14,88.61634063720703,215.8155059814453,130.03143310546875,51.132686614990234,45.28756332397461,160.38328552246094,48.58714294433594,687.2525634765625
2020-08-17,90.2531967163086,216.49716186523438,131.16090393066406,51.132686614990234,46.007598876953125,160.20712280273438,48.44866180419922,696.3347778320312
2020-08-18,89.76823425292969,217.91220092773438,131.11349487304688,48.84529495239258,45.71067428588867,160.9439697265625,47.54857635498047,712.1089477539062
2020-08-19,88.11404418945312,211.59622192382812,128.4596710205078,47.9078369140625,44.57494354248047,158.1326141357422,46.691768646240234,704.7422485351562
2020-08-20,88.93678283691406,213.71014404296875,128.6492156982422,48.65031051635742,45.28756332397461,162.8021697998047,47.66974639892578,710.353271484375
2020-08-21,89.23992156982422,215.1424560546875,128.87828063964844,48.3878059387207,45.36921310424805,165.43731689453125,48.5784797668457,707.8734741210938
2020-08-24,88.33919525146484,211.77737426757812,127.17223358154297,51.372684478759766,46.34904861450195,165.4453125,49.69492721557617,699.0949096679688
2020-08-25,88.3218765258789,212.6143035888672,126.91950225830078,51.48518371582031,46.4455451965332,165.60552978515625,49.84206771850586,705.647216796875
2020-08-26,87.49910736083984,213.09756469726562,127.14061737060547,49.730247497558594,45.78490447998047,167.00718688964844,48.33615493774414,707.7196044921875
2020-08-27,88.2525863647461,213.9603729248047,129.07574462890625,50.67521667480469,46.39358139038086,169.2178192138672,50.12766647338867,714.6430053710938
2020-08-28,88.76355743408203,215.3582000732422,129.36798095703125,52.37763595581055,47.091339111328125,170.95590209960938,51.451820373535156,712.2628173828125
2020-08-31,88.21794128417969,214.9785614013672,128.9414520263672,50.88520812988281,46.21516418457031,170.1229248046875,49.7814826965332,714.7608032226562
2020-09-01,87.90615844726562,214.01217651367188,128.0331573486328,50.39772415161133,46.528076171875,170.92385864257812,50.309417724609375,714.7786254882812
2020-09-02,90.57363891601562,221.3204803466797,131.33465576171875,50.87769317626953,47.34019088745117,171.53260803222656,51.936485290527344,723.6570434570312
2020-09-03,88.00142669677734,217.71377563476562,127.72515106201172,50.997703552246094,47.8617057800293,170.54739379882812,52.31728744506836,690.0266723632812
2020-09-04,87.26527404785156,215.69468688964844,126.84046936035156,52.677616119384766,47.95856475830078,169.91464233398438,52.89715576171875,680.7321166992188
2020-09-07,,,,,,,,
2020-09-08,85.56777954101562,212.95945739746094,125.189697265625,52.53512191772461,47.68290710449219,171.3643798828125,51.971107482910156,670.6594848632812
2020-09-09,87.45580291748047,217.80006408691406,127.39336395263672,51.642669677734375,48.15229415893555,173.5830078125,52.69809341430664,681.8544921875
2020-09-10,86.61572265625,214.3141632080078,125.39509582519531,49.64026641845703,47.504093170166016,174.7203826904297,51.80665969848633,672.306640625
2020-09-11,86.78892517089844,215.53074645996094,125.26080322265625,48.11033248901367,47.20606994628906,176.6826934814453,50.949867248535156,676.7593383789062
2020-09-14,88.29588317871094,219.0770721435547,127.46534729003906,50.84770965576172,48.80047607421875,181.65370178222656,52.031681060791016,684.2256469726562
2020-09-15,88.97144317626953,227.57611083984375,130.09169006347656,53.30009078979492,49.031436920166016,178.63876342773438,52.54231643676758,695.4567260742188
2020-09-16,88.87561798095703,227.17922973632812,132.2484893798828,55.58749008178711,48.7334098815918,181.46775817871094,51.815311431884766,694.4522094726562
2020-09-17,88.056884765625,216.3418426513672,129.447021484375,53.907554626464844,47.73504638671875,179.60870361328125,50.006500244140625,683.8727416992188
2020-09-18,86.68072509765625,211.82916259765625,127.08333587646484,52.37013244628906,46.45357894897461,178.63876342773438,48.855438232421875,680.6326293945312
2020-09-21,84.09390258789062,207.92047119140625,125.41204833984375,48.65031051635742,44.76978302001953,174.8236541748047,46.89949035644531,674.7320556640625
2020-09-22,86.39329528808594,208.7574462890625,127.32207489013672,48.83029556274414,45.17210006713867,177.3131866455078,47.34952926635742,678.75927734375
2020-09-23,83.00515747070312,203.38189697265625,123.85212707519531,47.165367126464844,43.980037689208984,172.09169006347656,44.969505310058594,661.265380859375
2020-09-24,83.05741882324219,203.78738403320312,125.26871490478516,47.12037658691406,43.74160385131836,173.4900360107422,44.89160919189453,664.0347900390625
2020-09-25,85.06941986083984,207.92315673828125,128.698974609375,47.6828498840332,44.65057373046875,176.5857391357422,46.094600677490234,679.9539794921875
2020-09-28,87.12493896484375,208.087890625,130.1951141357422,49.34027099609375,45.946956634521484,178.7357635498047,47.07257080078125,692.1624145507812
2020-09-29,86.75911712646484,208.19192504882812,130.66470336914062,47.990325927734375,45.52226638793945,178.55795288085938,47.16777801513672,690.94091796875
2020-09-30,87.6388168334961,209.58786010742188,132.51113891601562,48.507808685302734,45.435523986816406,180.02093505859375,47.67840576171875,687.9271240234375
2020-10-01,88.9801254272461,209.95204162597656,133.71286010742188,49.895240783691406,46.579811096191406,182.8822479248047,48.82947540283203,695.3662719726562
2020-10-02,90.77436828613281,210.94911193847656,134.1983642578125,51.147682189941406,47.76151657104492,186.3821258544922,50.14497375488281,704.099609375
2020-10-05,91.61921691894531,210.97512817382812,134.23019409179688,51.56767654418945,47.30529022216797,187.651123046875,49.73820114135742,713.385009765625
2020-10-06,91.00083923339844,208.96360778808594,131.38894653320312,52.48263931274414,47.05099868774414,184.52305603027344,49.037193298339844,715.7109375
2020-10-07,92.11569213867188,209.62255859375,131.25363159179688,53.27009201049805,46.90141296386719,185.93756103515625,48.55251693725586,726.960205078125
2020-10-08,93.05635070800781,211.17454528808594,131.9380645751953,53.52983856201172,47.67924118041992,187.53793334960938,49.521846771240234,746.0921630859375
2020-10-09,93.1173324584961,212.14561462402344,133.195556640625,51.734561920166016,47.26042556762695,189.14642333984375,48.7342643737793,750.572021484375
